#{"t_start": 1605569290.7069287, "env_id": "ChromeDino-v0"}
r,l,t
1.2,23,22.79053
-0.1,10,28.005079
-0.2,9,33.270691
0.5,16,38.270624
1.0,21,46.438488
0.1,12,51.306365
0.4,15,56.341017
0.3,14,61.190667
-0.2,9,67.1406
0.8,19,72.066393
-0.0,11,76.940758
-0.1,10,82.710995
-0.1,10,88.058486
2.7,38,93.029904
2.9,40,100.13194
3.9,50,105.96034
3.0,41,110.967421
2.6,37,118.019584
3.0,41,122.912499
4.1,52,129.040539
2.4,35,135.948541
5.5,66,144.389228
4.2,53,151.157387
1.5,26,157.398371
2.8,39,162.351309
3.5,46,168.205325
6.0,71,180.239085
3.6,47,186.252035
9.0,101,201.656227
4.0,51,208.396144
1.9,30,215.256183
3.9,50,221.800363
2.6,37,226.696652
6.5,76,239.459089
4.0,51,246.023646
7.1,82,259.127977
4.4,55,265.548886
5.0,61,275.821117
5.3,64,283.750912
0.7,18,288.717787
3.7,48,294.735729
2.8,39,299.748588
6.8,79,313.084372
5.7,68,322.012451
5.0,61,332.762319
2.7,38,337.720543
8.1,92,352.255287
3.4,45,358.027244
3.1,42,366.002227
3.1,42,370.97503
3.0,41,375.888039
7.5,86,389.018909
3.1,42,393.928481
10.6,117,410.392708
4.1,52,416.451218
1.6,27,422.351668
2.9,40,427.259944
3.0,41,432.378799
1.3,24,437.982935
5.0,61,445.036331
5.6,67,455.607926
4.3,54,461.961191
4.0,51,468.05565
1.2,23,473.376663
3.6,47,479.291414
2.8,39,484.148744
3.0,41,489.042837
1.3,24,495.130252
3.6,47,501.20946
2.9,40,506.229331
0.7,18,511.36752
2.5,36,516.381103
3.4,45,522.523714
3.1,42,528.336778
0.3,14,533.22074
4.2,53,540.080446
2.6,37,545.043633
1.8,29,551.415122
4.4,55,558.413098
3.0,41,563.522943
7.7,88,577.527524
2.8,39,582.617383
6.0,71,594.625326
2.8,39,599.568146
3.2,43,605.406286
0.6,17,610.548167
5.1,62,618.81916
2.7,38,623.77084
0.8,19,628.878692
2.7,38,633.842189
3.4,45,639.824152
3.4,45,648.33204
3.5,46,654.317388
2.7,38,659.390031
2.5,36,664.264642
1.4,25,670.340402
3.6,47,676.354356
3.8,49,683.070806
0.4,15,687.982921
2.8,39,693.070204
2.8,39,698.029007
2.6,37,702.880419
3.9,50,712.406769
2.6,37,717.415283
2.6,37,722.329128
0.6,17,727.360053
4.5,56,735.058311
4.4,55,742.826941
0.6,17,748.088998
5.4,65,756.746164
2.6,37,761.676255
8.7,98,776.921253
4.2,53,783.761366
1.3,24,789.801986
5.3,64,798.201928
6.8,79,811.281848
2.7,38,816.196052
3.6,47,822.484315
0.6,17,827.451625
4.7,58,835.258911
4.7,58,842.974701
0.4,15,847.881777
3.9,50,854.644282
2.4,35,859.526867
8.7,98,875.598507
2.5,36,880.461868
5.6,67,892.330855
2.5,36,897.358503
3.4,45,903.474337
0.5,16,908.450167
4.5,56,916.189569
2.4,35,921.109071
5.7,68,933.271877
4.8,59,941.497843
5.9,70,953.986283
5.4,65,963.07579
0.8,19,968.525979
2.3,34,973.415313
3.8,49,980.197377
2.5,36,985.254063
1.9,30,992.435938
3.6,47,999.007732
2.5,36,1004.009422
5.5,66,1015.955814
3.2,43,1021.889024
2.4,35,1026.740302
3.2,43,1035.804586
5.3,64,1044.793105
5.4,65,1056.241751
2.4,35,1061.103966
3.6,47,1067.679281
0.3,14,1072.684521
2.5,36,1077.743235
2.3,34,1082.628087
3.5,46,1088.924936
0.5,16,1093.964717
3.4,45,1100.01947
2.6,37,1104.982318
6.4,75,1117.840357
3.3,44,1123.852077
7.1,82,1138.055092
2.4,35,1143.106592
3.3,44,1149.137528
0.3,14,1154.083379
2.5,36,1158.949655
8.1,92,1174.37954
5.5,66,1182.848068
10.0,111,1200.588851
2.5,36,1205.433017
7.7,88,1220.160115
4.2,53,1227.206377
5.5,66,1239.112012
4.1,52,1246.17125
7.5,86,1260.518761
2.7,38,1265.517068
2.7,38,1270.502134
3.8,49,1279.595754
4.7,58,1287.018575
10.1,112,1304.268228
2.7,38,1309.246115
3.2,43,1317.697052
3.6,47,1323.874081
3.2,43,1332.094839
4.1,52,1338.467893
3.1,42,1343.556692
2.3,34,1350.507072
6.6,77,1360.049161
3.7,48,1365.959631
3.0,41,1373.828763
3.4,45,1379.849931
13.6,147,1400.786587
1.5,26,1406.697878
4.9,60,1414.056833
11.4,125,1431.943692
5.9,70,1440.47128
0.6,17,1445.443457
16.6,177,1471.273807
15.8,169,1495.65111
1.1,22,1501.153501
7.4,85,1511.833356
7.1,82,1524.823344
2.9,40,1529.741688
3.8,49,1538.61151
3.5,46,1543.761698
5.5,66,1551.233705
0.9,20,1556.158782
11.3,124,1572.814681
4.0,51,1577.893266
4.8,59,1583.948103
5.3,64,1593.432106
6.8,79,1601.899364
9.7,108,1615.438658
1.2,23,1620.290186
7.0,81,1628.445419
9.5,106,1641.763767
5.8,69,1651.302413
37.3,384,1699.49778
11.7,128,1716.066015
11.7,128,1731.905563
10.5,116,1743.799323
12.9,140,1763.374967
24.5,256,1795.367889
4.1,52,1800.40897
6.5,76,1810.776948
5.9,70,1816.729675
4.7,58,1825.362102
17.3,184,1844.669728
6.1,72,1854.4885
4.4,55,1859.342605
3.7,48,1864.232041
1.4,25,1869.713697
24.5,256,1901.622624
11.7,128,1918.517113
11.7,128,1934.63326
11.7,128,1950.712861
17.1,182,1971.665429
5.4,65,1978.669545
0.9,20,1983.608616
9.6,107,1996.05909
25.1,262,2031.246821
17.3,184,2058.422242
32.1,332,2103.447595
24.5,256,2137.758917
11.7,128,2154.323571
6.6,77,2162.515437
4.0,51,2170.836607
11.7,128,2187.271701
11.7,128,2202.084393
22.4,235,2226.0307
1.1,22,2230.945311
24.4,255,2260.134002
9.2,103,2270.790561
1.4,25,2276.308234
20.0,211,2300.788416
16.2,173,2323.9361
11.7,128,2340.690548
11.7,128,2357.150751
11.7,128,2373.313771
24.5,256,2404.293831
5.6,67,2410.630331
4.8,59,2416.771478
1.8,29,2421.936272
15.0,161,2439.098855
18.5,196,2462.354458
6.0,71,2468.84672
4.6,57,2476.660239
6.0,71,2482.701071
15.6,167,2501.284161
2.4,35,2507.445453
10.0,111,2520.859177
4.9,60,2525.870714
5.7,68,2534.947309
6.0,71,2540.823712
4.6,57,2548.995015
19.2,203,2568.797569
4.2,53,2576.733267
10.6,117,2587.754512
1.4,25,2592.76509
21.0,221,2617.530516
1.1,22,2622.469153
49.1,502,2684.019953
4.0,51,2692.33064
7.5,86,2704.586201
11.7,128,2721.141214
11.7,128,2737.711314
44.2,453,2796.109628
4.8,59,2805.932057
8.5,96,2817.853915
12.6,137,2836.844972
1.2,23,2842.28536
11.7,128,2859.603855
24.5,256,2894.63329
11.7,128,2912.38181
20.0,211,2939.988073
3.4,45,2947.987967
6.6,77,2957.088639
4.0,51,2965.72804
5.8,69,2973.611907
4.8,59,2982.708463
33.8,349,3028.489002
40.8,419,3087.906042
24.5,256,3121.770995
11.7,128,3137.387161
11.7,128,3153.083447
22.4,235,3177.457453
1.1,22,3182.306233
6.6,77,3189.487232
16.7,178,3211.454494
11.7,128,3225.430152
6.4,75,3232.481143
25.7,268,3258.534328
3.0,41,3264.134363
24.5,256,3287.694693
6.9,80,3293.506949
54.9,560,3351.979383
6.3,74,3357.074676
4.3,54,3363.93542
9.1,102,3371.478854
1.6,27,3376.328331
11.6,127,3388.501398
11.7,128,3401.692157
24.5,256,3427.950063
10.5,116,3438.492939
3.9,50,3445.63073
7.9,90,3456.688649
11.7,128,3470.22523
11.7,128,3483.295345
8.8,99,3490.96342
1.8,29,3495.822351
11.7,128,3508.739815
5.2,63,3513.731142
5.4,65,3522.079886
11.7,128,3534.874444
5.5,66,3539.780139
5.1,62,3547.08708
24.5,256,3572.693333
30.8,319,3601.921983
5.4,65,3609.842554
33.9,350,3641.686972
2.3,34,3647.83546
11.7,128,3660.502158
11.7,128,3673.038124
24.5,256,3698.224863
21.1,222,3718.633527
2.3,34,3724.16677
19.1,202,3743.578521
15.8,169,3761.235324
13.0,141,3779.120529
11.7,128,3791.356625
6.3,74,3796.427964
4.3,54,3803.161093
11.7,128,3815.123307
11.4,125,3823.744626
12.0,131,3838.509251
24.5,256,3862.030221
11.7,128,3874.173285
11.7,128,3887.212471
11.7,128,3900.232671
11.7,128,3912.540535
11.7,128,3924.709407
11.7,128,3936.365646
11.7,128,3948.089411
11.4,125,3956.857123
24.8,259,3983.818458
11.7,128,3995.661545
11.7,128,4008.181597
11.7,128,4020.217201
11.7,128,4031.845217
11.7,128,4044.090314
24.5,256,4069.521333
11.7,128,4081.584464
11.7,128,4094.173385
11.7,128,4106.078551
23.9,250,4128.375729
20.7,218,4151.943223
3.3,44,4158.198195
24.5,256,4184.077499
11.7,128,4196.099921
8.3,94,4204.43276
13.5,146,4219.881197
4.9,60,4227.509114
7.3,84,4237.537039
11.7,128,4252.465393
11.7,128,4266.586239
10.8,119,4277.896656
20.2,213,4303.156581
16.9,180,4326.479648
6.8,79,4334.230899
3.8,49,4341.768928
4.8,59,4347.938251
5.8,69,4357.610123
24.5,256,4388.152028
22.5,236,4416.483322
0.9,20,4421.489895
11.7,128,4437.868289
8.7,98,4447.883063
8.8,99,4460.104648
4.8,59,4468.649337
10.7,118,4480.725107
12.7,138,4499.935467
11.7,128,4516.149156
5.8,69,4523.233317
4.8,59,4532.186906
11.7,128,4547.350196
11.7,128,4562.724233
11.7,128,4577.601034
11.7,128,4592.155694
11.7,128,4606.110398
11.7,128,4619.750102
50.1,512,4676.080354
11.7,128,4689.703477
11.7,128,4704.024394
11.7,128,4718.24519
37.3,384,4763.118076
11.7,128,4776.930766
11.7,128,4791.36501
11.7,128,4805.645839
11.7,128,4820.0974
11.7,128,4834.952795
11.7,128,4851.084894
31.2,323,4889.084103
5.0,61,4897.84589
11.7,128,4912.484696
11.7,128,4927.198711
8.0,91,4936.596227
13.9,150,4953.687153
2.9,40,4960.799283
20.0,211,4986.29719
1.0,21,4991.184247
50.0,511,5059.564849
17.5,186,5083.744336
2.9,40,5088.6379
6.7,78,5101.036553
3.0,41,5105.909669
15.6,167,5131.07445
3.9,50,5137.157487
26.1,272,5172.980618
43.5,446,5232.412274
24.5,256,5264.134354
11.7,128,5280.865383
8.0,91,5290.873275
15.4,165,5312.728354
11.7,128,5328.338156
4.9,60,5334.61084
16.1,172,5355.221368
1.3,24,5360.499601
3.1,42,5365.345007
5.9,70,5373.280683
7.0,81,5385.248775
5.2,63,5394.984432
11.4,125,5410.564839
12.0,131,5431.310623
11.7,128,5449.631244
24.5,256,5485.561949
11.7,128,5502.642103
7.3,84,5512.485654
20.0,211,5542.659174
2.9,40,5547.596837
3.8,49,5555.92582
10.3,114,5569.775734
3.2,43,5578.084697
44.5,456,5639.223169
27.2,283,5681.002105
6.7,78,5691.007715
16.7,178,5718.475274
3.5,46,5724.398517
11.9,130,5742.720108
16.3,174,5765.640273
2.3,34,5772.246578
19.6,207,5797.285031
3.8,49,5805.154877
11.7,128,5821.95275
11.7,128,5839.035482
11.7,128,5854.759553
11.7,128,5870.353233
21.4,225,5894.635412
2.0,31,5900.138606
11.7,128,5915.149894
8.5,96,5924.521673
14.9,160,5945.70145
6.7,78,5953.077249
3.9,50,5960.682037
34.2,353,5998.635303
2.0,31,6004.259567
18.4,195,6026.152578
23.0,241,6056.094694
4.3,54,6062.048932
1.1,22,6067.190007
4.3,54,6073.005393
4.3,54,6079.061235
0.9,20,6083.965642
11.7,128,6101.236502
9.0,101,6113.195082
14.4,155,6136.999272
24.5,256,6171.969438
24.5,256,6207.970644
37.3,384,6260.96706
11.7,128,6278.209454
4.4,55,6284.65783
6.2,73,6295.701888
7.7,88,6306.169986
15.7,168,6331.158823
11.7,128,6348.153119
7.4,85,6357.830429
3.1,42,6362.807405
4.1,52,6371.582974
19.4,205,6399.569099
11.7,128,6416.076166
6.6,77,6425.296233
4.0,51,6433.430048
11.7,128,6450.937147
5.7,68,6459.076395
4.9,60,6468.599841
11.7,128,6486.181533
24.5,256,6519.797358
9.9,110,6531.381735
0.8,19,6536.24835
8.5,96,6547.003599
14.8,159,6569.335391
22.5,236,6598.589062
0.9,20,6603.768578
8.3,94,6614.848158
2.3,34,6621.599798
24.5,256,6657.136209
11.7,128,6674.722067
24.5,256,6710.407239
11.7,128,6728.188026
6.3,74,6736.809653
63.6,647,6824.585543
3.6,47,6832.661374
11.7,128,6848.86364
11.7,128,6864.867027
10.0,111,6876.637814
12.0,131,6892.698149
13.1,142,6912.867705
11.4,125,6926.258431
22.9,240,6956.132653
6.1,72,6965.476448
32.0,331,7003.480102
9.2,103,7012.778303
1.4,25,7017.780093
21.7,228,7039.512596
1.7,28,7044.814225
11.7,128,7059.573244
37.3,384,7102.561314
11.7,128,7118.440571
3.5,46,7123.477154
7.1,82,7134.692302
11.7,128,7149.712485
6.7,78,7156.410954
16.7,178,7178.070987
11.7,128,7192.07758
11.7,128,7206.402389
11.7,128,7220.529276
11.7,128,7235.683442
11.7,128,7249.635298
11.7,128,7264.152511
11.7,128,7278.073776
24.5,256,7305.81402
11.7,128,7319.598262
5.8,69,7325.319611
4.8,59,7333.348178
11.7,128,7346.94608
4.8,59,7351.957088
5.8,69,7361.030586
11.7,128,7375.751929
21.2,223,7400.459106
2.2,33,7406.200326
11.7,128,7422.097493
24.5,256,7454.738193
7.7,88,7463.883518
2.9,40,7470.67322
11.7,128,7487.069211
11.7,128,7503.371872
11.7,128,7520.843812
11.7,128,7538.255807
23.5,246,7570.16378
5.7,68,7580.91875
5.9,70,7592.326655
11.7,128,7610.472649
2.4,35,7615.35984
21.0,221,7648.805737
8.9,100,7662.101345
8.8,99,7677.171124
17.4,185,7705.617325
24.5,256,7743.858143
16.5,176,7767.801214
11.2,123,7786.146926
17.5,186,7811.119721
14.4,155,7835.353426
35.0,361,7885.392526
1.2,23,7890.660561
101.3,1024,8025.011414
6.6,77,8033.825739
42.4,435,8091.831201
5.3,64,8098.642064
5.3,64,8107.619513
3.4,45,8112.536282
15.2,163,8133.484561
3.7,48,8141.620675
11.7,128,8158.881551
4.1,52,8164.869901
32.1,332,8208.930691
24.5,256,8243.225789
11.7,128,8258.902562
6.8,79,8267.661262
16.6,177,8292.044122
11.7,128,8307.910135
11.7,128,8323.396867
11.7,128,8338.662426
37.3,384,8383.292652
11.2,123,8394.982846
11.0,121,8408.77555
25.7,268,8439.798372
11.7,128,8454.426213
10.6,117,8465.749464
4.6,57,8474.246517
7.1,82,8485.117229
24.5,256,8516.25749
11.7,128,8531.202301
10.8,119,8542.937176
1.3,24,8547.949639
4.9,60,8553.069356
17.0,181,8573.690955
11.7,128,8586.492265
11.7,128,8599.875135
11.7,128,8613.09192
24.5,256,8642.155164
11.7,128,8657.096624
11.7,128,8673.152092
4.4,55,8679.110481
6.2,73,8689.168757
33.7,348,8731.136965
28.1,292,8768.65905
24.5,256,8798.595703
11.7,128,8812.259259
11.7,128,8825.735861
11.7,128,8840.648414
10.2,113,8851.919479
20.5,216,8878.001893
12.9,140,8893.949553
3.2,43,8900.691313
11.7,128,8915.980368
5.6,67,8923.159402
5.0,61,8932.000223
37.3,384,8978.488132
11.7,128,8994.821684
24.5,256,9027.057076
11.7,128,9043.100832
10.8,119,9055.99322
25.4,265,9093.154141
21.9,230,9122.708289
1.5,26,9128.223371
24.5,256,9161.903706
9.6,107,9174.336577
1.0,21,9179.603508
20.3,214,9207.301353
28.7,298,9251.903875
5.5,66,9260.155463
30.7,318,9307.218472
6.8,79,9316.777799
16.6,177,9343.203109
34.1,352,9390.401619
14.9,160,9414.599304
11.7,128,9431.72131
18.9,200,9457.365935
4.5,56,9465.889493
24.5,256,9501.17501
20.1,212,9528.531157
3.3,44,9536.301931
11.7,128,9553.414066
16.6,177,9577.397208
5.3,64,9584.934317
0.8,19,9589.988808
4.7,58,9597.091223
18.3,194,9625.418321
6.6,77,9635.341822
29.6,307,9679.327447
24.5,256,9715.386533
11.7,128,9733.61599
100.0,1011,9867.61259
0.6,17,9872.659403
11.3,124,9889.398299
11.7,128,9906.008514
24.5,256,9939.529716
11.6,127,9954.422164
8.0,91,9967.731068
2.7,38,9974.921393
22.3,234,10005.872819
1.1,22,10011.339481
24.5,256,10046.066671
11.7,128,10063.099639
24.5,256,10095.085541
11.7,128,10110.568633
11.7,128,10126.740919
11.7,128,10142.153364
11.7,128,10158.367517
37.2,383,10204.526304
11.8,129,10223.700849
11.7,128,10239.571609
11.7,128,10255.050269
11.7,128,10269.973205
11.7,128,10286.15495
11.7,128,10302.903657
24.5,256,10336.22398
11.7,128,10351.910228
11.7,128,10367.012278
11.7,128,10382.072059
11.7,128,10396.364674
4.6,57,10401.223281
6.0,71,10410.403809
11.7,128,10425.146582
7.9,90,10433.926721
2.7,38,10440.49211
11.7,128,10456.087336
11.7,128,10471.063259
11.7,128,10486.290988
11.7,128,10500.813066
11.7,128,10515.030253
11.7,128,10529.652272
19.6,207,10551.225624
3.8,49,10558.07553
11.7,128,10571.477193
11.7,128,10584.401791
24.5,256,10612.575894
24.5,256,10641.806804
11.7,128,10656.082839
24.5,256,10685.014412
11.7,128,10699.230695
9.0,101,10709.135674
1.6,27,10714.545811
88.5,896,10832.132222
9.7,108,10843.265924
0.9,20,10848.108462
11.7,128,10865.042121
11.7,128,10881.680398
11.7,128,10897.989737
3.2,43,10902.916299
3.6,47,10908.120121
2.7,38,10914.854297
11.7,128,10932.231483
8.5,96,10942.699675
23.7,248,10975.505761
2.9,40,10982.386803
6.4,75,10991.094072
17.0,181,11017.429004
10.2,113,11030.050016
0.8,19,11035.023272
11.3,124,11052.433864
11.7,128,11069.907768
24.5,256,11104.946995
11.7,128,11121.699398
11.7,128,11138.552851
11.7,128,11155.42251
9.7,108,11168.209459
0.9,20,11173.2678
37.3,384,11224.154101
4.2,53,11230.12886
5.2,63,11237.470862
62.7,638,11324.851325
0.7,18,11329.839845
28.8,299,11370.002484
7.0,81,11381.963812
5.1,62,11389.45297
18.3,194,11417.171273
37.3,384,11468.252096
36.9,380,11513.727812
12.1,132,11532.269581
11.7,128,11547.450855
7.3,84,11555.86844
3.3,44,11563.087351
11.7,128,11578.411077
34.6,357,11617.764866
1.6,27,11623.075021
8.4,95,11631.57003
2.2,33,11637.359799
24.4,255,11664.821771
11.8,129,11683.206971
50.1,512,11748.018542
11.7,128,11764.168272
18.5,196,11786.558017
43.3,444,11842.304582
11.1,122,11853.828023
12.3,134,11872.729983
19.2,203,11894.75388
10.8,119,11908.388454
5.1,62,11917.020536
9.4,105,11927.395905
1.2,23,11932.36511
6.9,80,11940.978656
3.7,48,11948.225343
18.1,192,11970.354061
18.1,192,11993.582797
11.7,128,12008.520768
11.7,128,12023.558653
37.3,384,12069.651239
23.6,247,12096.157065
51.0,521,12163.034551
37.3,384,12210.414536
6.9,80,12219.281607
3.7,48,12227.239244
11.7,128,12242.392148
17.2,183,12264.987766
6.2,73,12275.297957
36.0,371,12321.319587
5.0,61,12330.658592
12.3,134,12347.509647
19.1,202,12376.092737
7.7,88,12386.041571
9.8,109,12401.472033
3.3,44,12406.47761
0.8,19,12411.406896
33.2,343,12457.920749
2.6,37,12464.757422
11.7,128,12482.216187
11.7,128,12499.370351
50.1,512,12568.790321
6.1,72,12577.510508
