#{"t_start": 1605599454.1306615, "env_id": "ChromeDino-v0"}
r,l,t
5.9,70,19.990511
4.8,59,27.185336
7.0,81,33.736825
15.8,169,49.004963
2.0,31,54.219474
6.4,75,60.764518
1.7,28,65.983121
10.3,114,76.845562
3.8,49,83.366734
6.8,79,89.582918
4.5,56,96.291485
33.1,342,133.025169
24.5,256,156.723392
24.5,256,180.820256
11.7,128,192.419222
11.2,123,202.923989
4.7,58,211.667196
19.2,203,233.650131
23.2,243,256.631605
2.9,40,262.457517
29.8,309,293.238478
13.6,147,307.025294
1.8,29,312.122239
35.8,369,342.99155
2.6,37,348.131394
9.5,106,358.666297
10.7,118,366.516144
2.4,35,371.650804
9.2,103,381.391031
24.5,256,404.273431
11.7,128,415.423381
7.7,88,420.570186
2.9,40,426.242684
22.7,238,445.401888
4.6,57,451.990096
20.6,217,473.060568
11.7,128,484.587144
11.7,128,496.252445
7.7,88,502.348825
2.9,40,508.180412
11.7,128,520.243297
8.5,96,527.218216
2.1,32,532.466825
11.7,128,544.305156
11.7,128,556.45459
23.9,250,578.497483
25.1,262,607.659809
50.1,512,660.926227
11.7,128,676.363975
10.7,118,685.381747
8.0,91,696.39903
3.6,47,703.425475
11.7,128,717.799759
11.7,128,730.689099
24.5,256,758.387203
4.6,57,763.41474
6.0,71,773.120153
24.5,256,802.68961
24.5,256,832.035934
10.9,120,842.729923
12.5,136,861.027742
11.7,128,873.332744
24.5,256,900.941235
7.2,83,908.122039
3.4,45,915.016366
8.8,99,923.292911
1.8,29,928.472755
73.8,749,1014.341134
0.9,20,1019.360209
11.6,127,1034.453945
37.3,384,1077.841053
24.5,256,1105.973715
10.7,118,1117.321257
4.2,53,1125.15029
7.4,85,1136.538452
3.9,50,1141.499254
6.7,78,1153.213551
21.5,226,1174.428171
12.7,138,1186.054629
5.5,66,1192.618095
19.9,210,1212.146757
22.7,238,1233.016122
25.7,268,1255.955755
12.3,134,1270.894682
11.7,128,1281.831682
11.7,128,1294.078061
24.5,256,1318.779635
5.8,69,1324.367307
4.8,59,1332.246309
10.5,116,1341.488004
25.7,268,1371.868293
24.5,256,1398.172996
24.5,256,1425.305184
21.1,222,1446.597946
2.3,34,1452.166797
6.3,74,1458.206548
4.3,54,1466.068354
11.7,128,1479.926999
8.3,94,1488.331967
15.1,162,1508.913524
7.5,86,1516.804965
3.1,42,1523.612836
11.7,128,1537.970013
11.7,128,1551.753387
10.9,120,1562.483014
6.2,73,1571.044974
5.2,63,1579.941029
11.7,128,1593.411157
20.8,219,1615.707392
8.4,95,1626.622814
5.9,70,1636.362195
18.6,197,1657.683885
11.9,130,1672.06281
4.6,57,1680.28967
5.8,69,1686.0351
17.6,187,1709.029473
6.4,75,1715.52411
17.0,181,1738.505809
24.5,256,1768.72919
10.6,117,1780.699705
12.8,139,1800.509232
18.1,192,1821.662216
5.3,64,1830.690659
3.7,48,1835.428114
58.1,592,1906.746566
8.0,91,1915.530422
7.5,86,1926.453028
6.8,79,1937.442079
62.2,633,2012.649918
1.5,26,2017.641199
9.8,109,2031.493157
4.0,51,2036.504833
6.6,77,2047.590023
11.7,128,2063.001758
37.3,384,2107.39983
7.3,84,2114.442532
3.3,44,2122.232213
24.5,256,2152.632019
37.3,384,2196.732519
24.5,256,2223.350918
37.3,384,2266.090046
62.9,640,2330.171865
37.3,384,2367.208997
11.7,128,2379.931475
18.8,199,2396.529599
11.7,128,2409.091314
24.7,258,2432.65279
4.4,55,2439.579723
11.7,128,2451.347426
11.7,128,2463.789964
6.7,78,2468.784082
3.9,50,2475.577293
19.8,209,2493.041014
37.3,384,2528.097316
3.6,47,2534.494534
11.7,128,2546.531281
24.5,256,2569.908311
11.7,128,2581.790847
32.8,339,2612.638288
16.2,173,2631.600332
11.7,128,2643.980484
6.7,78,2648.851183
3.9,50,2655.658104
11.7,128,2667.230606
11.7,128,2679.286486
11.7,128,2691.290597
24.5,256,2714.393842
7.8,89,2720.768324
2.8,39,2726.496683
11.7,128,2737.80795
24.5,256,2762.559686
75.7,768,2834.553614
37.3,384,2872.096681
11.7,128,2884.731441
31.8,329,2913.587548
4.4,55,2920.507817
37.3,384,2955.024816
11.7,128,2966.568576
24.5,256,2989.354245
37.3,384,3027.349322
7.9,90,3033.577342
2.7,38,3039.210497
11.7,128,3050.356996
11.7,128,3062.117073
37.3,384,3097.644705
37.3,384,3133.685629
9.9,110,3142.258961
0.7,18,3146.965407
