#{"t_start": 1605599450.891677, "env_id": "ChromeDino-v0"}
r,l,t
6.3,74,23.469662
4.4,55,30.405372
27.9,290,58.172141
4.8,59,63.354183
2.4,35,69.198169
21.4,225,91.60183
2.0,31,96.587408
19.0,201,115.186018
30.0,311,147.689072
6.7,78,152.996964
3.9,50,159.94243
11.7,128,172.515964
7.0,81,177.668065
11.9,130,189.130585
11.6,127,201.936008
16.3,174,223.59757
6.2,73,228.740984
4.4,55,236.868173
37.3,384,277.43781
35.9,370,311.480174
2.1,32,316.581809
9.9,110,327.253107
8.1,92,333.491527
2.5,36,338.90752
11.7,128,349.961519
8.3,94,356.264277
2.3,34,361.869237
7.2,83,367.017708
3.4,45,373.27188
7.1,82,378.461972
3.5,46,384.608075
11.7,128,396.074513
6.9,80,401.330464
3.7,48,407.492469
11.7,128,418.642362
11.7,128,429.460725
19.0,201,445.635224
4.4,55,452.59027
11.7,128,464.771956
7.1,82,469.950119
3.5,46,476.280596
11.7,128,487.807179
11.7,128,499.471483
11.7,128,511.395458
6.5,76,516.548157
4.1,52,523.462335
11.7,128,535.685838
37.3,384,572.17451
11.7,128,585.132199
11.7,128,597.986834
11.7,128,610.877849
37.3,384,649.782188
11.7,128,664.142594
11.7,128,679.581018
17.3,184,697.303917
6.1,72,706.639525
7.9,90,714.388916
10.0,111,726.196137
17.2,183,747.015208
10.8,119,757.96219
12.6,137,776.340189
11.7,128,791.473181
11.7,128,805.909646
11.7,128,820.209945
37.3,384,864.246749
11.7,128,876.552791
24.5,256,904.159275
18.1,192,923.390797
5.3,64,931.673841
11.7,128,946.5788
18.2,193,965.611854
18.0,191,990.207971
6.8,79,997.635744
27.1,282,1032.616279
1.2,23,1037.671986
24.5,256,1066.765807
11.7,128,1081.061527
37.3,384,1124.638123
10.1,112,1135.587488
13.3,144,1156.433586
9.0,101,1165.296102
1.6,27,1170.416345
10.4,115,1178.64782
32.8,339,1208.275509
4.7,58,1215.358814
11.7,128,1227.97641
50.1,512,1274.113721
10.7,118,1281.903151
8.0,91,1290.335202
3.6,47,1297.294108
11.7,128,1309.847562
11.7,128,1321.998673
50.1,512,1375.088703
11.7,128,1387.968803
11.7,128,1401.394028
11.7,128,1415.286552
11.7,128,1428.526217
11.7,128,1442.205069
11.7,128,1455.386831
37.3,384,1497.611902
24.5,256,1526.832871
11.7,128,1541.191046
4.9,60,1546.095464
5.7,68,1554.975417
37.3,384,1596.62824
11.7,128,1610.92238
11.7,128,1625.14115
62.9,640,1697.733571
11.7,128,1712.249508
37.3,384,1756.390173
11.7,128,1771.948227
11.2,123,1784.669689
10.5,116,1799.43011
13.4,145,1818.885506
24.5,256,1849.679616
11.7,128,1864.734777
24.5,256,1895.057436
24.5,256,1924.904833
11.7,128,1940.663109
24.5,256,1971.236758
24.5,256,2002.954177
24.5,256,2034.713187
24.5,256,2066.221793
24.5,256,2095.794662
11.7,128,2110.619867
11.7,128,2125.431279
5.6,67,2132.803592
29.9,310,2166.681525
3.3,44,2172.727861
33.6,347,2213.525779
11.7,128,2226.570953
24.5,256,2255.511603
32.7,338,2289.722461
3.5,46,2296.551966
11.7,128,2309.467857
11.7,128,2321.125108
24.5,256,2345.929815
24.5,256,2370.429676
11.7,128,2383.151509
6.3,74,2388.136453
4.3,54,2394.821216
11.7,128,2407.394099
11.7,128,2419.318492
7.5,86,2425.058961
11.8,129,2437.173907
3.0,41,2442.798761
11.7,128,2454.568458
24.2,253,2475.928194
4.3,54,2482.07761
6.6,77,2491.298842
22.8,239,2510.398626
1.8,29,2515.36822
36.1,372,2549.751317
11.7,128,2561.440334
24.5,256,2585.01188
11.7,128,2597.283482
11.7,128,2610.089663
6.3,74,2615.042065
17.1,182,2634.822362
24.5,256,2658.877142
11.7,128,2670.450641
24.5,256,2694.509635
11.7,128,2705.965015
11.7,128,2717.611857
9.6,107,2725.413716
5.4,65,2732.404884
32.9,340,2765.780719
24.5,256,2790.240659
24.5,256,2813.865993
11.7,128,2825.773488
7.6,87,2831.499666
3.0,41,2837.774647
24.5,256,2863.340811
11.7,128,2875.309523
8.8,99,2882.903767
1.8,29,2887.952474
11.7,128,2899.740414
7.6,87,2905.643504
3.0,41,2912.080705
6.9,80,2917.900636
3.7,48,2923.728849
21.4,225,2941.423884
2.0,31,2946.611239
11.7,128,2958.24407
24.5,256,2981.116324
9.6,107,2988.117537
13.8,149,3005.850534
11.6,127,3015.939116
5.9,70,3023.207608
4.8,59,3030.569357
11.7,128,3042.43153
6.8,79,3047.329381
3.8,49,3053.578027
11.7,128,3065.338105
11.7,128,3077.317326
11.7,128,3089.127308
50.1,512,3136.905664
11.1,122,3146.726283
12.3,134,3163.576854
50.1,512,3217.666853
50.1,512,3273.169149
9.7,108,3282.622051
5.0,61,3290.127091
20.4,215,3313.823792
24.5,256,3338.396911
50.1,512,3388.658296
11.7,128,3401.139248
11.7,128,3413.805168
11.7,128,3426.7097
11.7,128,3440.378752
11.7,128,3453.965983
11.7,128,3468.346272
23.5,246,3494.766671
12.7,138,3513.829945
62.9,640,3586.712091
11.7,128,3600.732522
11.7,128,3613.579103
6.4,75,3619.381623
4.2,53,3627.27491
50.1,512,3678.50745
11.7,128,3690.385309
11.7,128,3702.083304
24.5,256,3727.096353
49.1,502,3777.00907
12.7,138,3795.071595
24.5,256,3822.414778
23.9,250,3847.446098
12.3,134,3864.638584
10.2,113,3874.171456
26.0,271,3905.585798
37.3,384,3946.544029
24.5,256,3973.29611
24.5,256,4003.37791
11.7,128,4019.456787
4.8,59,4024.384171
18.6,197,4050.031043
24.5,256,4082.411403
11.7,128,4096.74533
37.3,384,4143.274503
24.5,256,4171.141879
24.5,256,4200.223626
24.5,256,4227.304403
11.7,128,4240.328964
11.7,128,4254.982042
20.7,218,4276.6323
2.7,38,4282.830455
8.4,95,4289.836267
2.2,33,4295.686241
11.7,128,4307.765651
62.9,640,4371.575037
11.4,125,4382.953427
12.0,131,4401.038214
11.7,128,4415.714183
11.7,128,4430.535032
11.7,128,4444.628718
11.7,128,4458.624056
35.1,362,4493.339293
1.1,22,4498.140876
5.9,70,4503.258341
81.5,826,4592.80201
11.7,128,4605.586214
24.5,256,4630.983017
37.3,384,4671.323079
11.7,128,4686.023297
50.1,512,4739.924231
11.7,128,4752.789598
8.0,91,4758.763317
2.6,37,4764.647783
22.8,239,4784.772385
2.9,40,4790.804703
5.3,64,4795.900934
3.0,41,4802.497803
11.7,128,4815.163828
11.7,128,4828.05275
11.7,128,4840.826999
10.1,112,4850.520057
38.9,400,4893.755898
11.7,128,4906.066592
11.7,128,4918.028511
11.7,128,4930.533367
24.5,256,4956.812182
24.5,256,4980.573259
24.5,256,5005.647536
11.7,128,5018.335975
19.9,210,5038.189222
3.5,46,5045.033638
11.7,128,5059.8143
11.7,128,5074.038581
31.6,327,5106.253101
4.6,57,5115.049786
24.5,256,5143.371389
23.1,242,5166.442303
13.1,142,5185.699933
50.1,512,5241.092751
10.6,117,5250.415375
25.6,267,5280.815923
24.5,256,5305.767445
11.7,128,5318.673141
11.7,128,5331.487981
11.7,128,5343.872704
11.7,128,5357.076013
11.7,128,5369.774741
11.7,128,5381.903816
6.9,80,5386.733577
3.7,48,5393.358022
11.7,128,5405.7315
10.4,115,5414.409575
13.0,141,5430.663913
24.5,256,5453.7483
11.7,128,5465.228633
11.7,128,5477.191405
11.7,128,5488.89196
11.7,128,5500.881332
11.7,128,5513.312974
11.7,128,5525.795057
11.7,128,5538.277355
21.5,226,5558.023934
1.9,30,5563.043288
24.5,256,5587.869761
24.5,256,5612.447046
9.4,105,5619.75979
14.0,151,5636.817497
35.8,369,5668.113704
4.0,51,5674.353791
8.1,92,5684.473293
11.7,128,5696.358633
11.7,128,5707.806291
11.7,128,5719.837385
11.7,128,5731.689567
71.3,724,5803.805422
3.3,44,5810.556578
11.7,128,5823.943664
24.5,256,5850.485636
24.5,256,5877.082519
10.3,114,5886.21936
1.8,29,5891.269175
10.2,113,5904.098124
6.3,74,5909.019593
17.1,182,5929.67526
6.5,76,5934.637443
16.9,180,5954.027448
50.1,512,6003.284486
11.7,128,6015.26113
37.3,384,6054.583877
50.1,512,6107.043002
11.7,128,6119.200277
22.2,233,6138.897283
14.0,151,6156.633736
11.7,128,6168.896446
11.7,128,6182.33156
11.7,128,6195.348184
11.7,128,6208.699539
11.7,128,6221.906647
11.7,128,6235.285767
75.7,768,6312.74088
37.3,384,6351.454973
8.7,98,6359.518985
1.9,30,6365.102318
24.5,256,6393.255414
11.7,128,6406.971971
24.5,256,6433.014424
11.7,128,6445.603323
11.7,128,6458.595276
37.3,384,6496.620408
11.7,128,6509.386621
24.5,256,6536.373805
11.7,128,6550.097154
11.7,128,6564.029847
37.3,384,6605.241835
8.9,100,6613.07444
1.7,28,6618.421469
11.7,128,6632.712811
11.7,128,6646.078586
11.7,128,6660.441834
24.5,256,6688.507884
22.0,231,6710.983979
1.4,25,6716.191641
24.5,256,6745.939713
18.4,195,6766.330315
5.0,61,6775.260416
8.0,91,6783.49282
15.4,165,6804.984575
18.0,191,6824.319631
5.4,65,6833.009079
24.5,256,6862.558493
37.3,384,6905.957283
8.0,91,6912.776023
2.6,37,6918.881222
11.7,128,6932.526671
18.3,194,6951.687274
5.1,62,6960.748505
11.7,128,6973.648633
11.7,128,6986.064909
11.7,128,6998.108883
37.3,384,7037.772848
24.5,256,7064.042981
37.3,384,7103.378868
11.7,128,7115.801553
23.1,242,7138.019077
25.9,270,7169.154137
11.7,128,7182.619401
24.5,256,7207.859081
11.7,128,7220.686346
11.7,128,7233.461515
37.3,384,7271.756268
11.7,128,7284.016684
11.7,128,7296.736598
24.5,256,7323.00108
11.7,128,7336.252043
11.7,128,7349.092972
11.7,128,7361.61595
24.5,256,7386.838527
62.9,640,7451.676275
11.7,128,7464.485966
11.7,128,7476.846646
11.2,123,7486.881861
2.6,37,7491.891688
29.2,303,7519.583163
3.8,49,7526.662077
24.5,256,7551.841638
32.4,335,7582.61684
3.8,49,7589.669679
24.5,256,7616.25614
11.7,128,7629.699447
11.7,128,7643.103217
88.5,896,7734.836572
11.7,128,7748.214425
37.3,384,7787.29582
11.7,128,7800.573909
11.7,128,7813.285363
11.7,128,7825.946057
24.5,256,7852.052378
24.5,256,7879.034986
11.7,128,7892.836416
7.5,86,7898.944757
3.1,42,7906.017267
11.7,128,7919.368339
37.3,384,7958.006939
36.0,371,7991.836779
3.2,43,7997.859955
8.7,98,8009.076128
24.5,256,8035.135864
6.1,72,8040.05973
17.3,184,8061.763044
109.9,1110,8173.24394
3.1,42,8179.673787
11.7,128,8192.927562
22.2,233,8214.45423
1.2,23,8219.364583
24.5,256,8245.039224
