#{"t_start": 1605798517.5544455, "env_id": "ChromeDino-v0"}
r,l,t
32.09,441,63.442046
-5.01,72,77.983614
9.3,220,108.401956
-8.43,36,116.374673
0.47,128,134.775144
-7.27,48,139.756314
-4.21,80,153.013857
-5.69,65,160.191702
16.04,290,201.747226
-9.19,29,209.328144
-8.18,39,214.355874
-4.82,74,224.339985
-10.56,15,231.277268
0.35,128,252.583374
-6.66,55,261.038389
-8.17,40,267.349394
-8.82,33,276.665297
-7.44,47,283.810924
-8.91,32,288.792052
-7.29,49,300.617493
2.92,51,308.018875
-8.54,35,313.001652
-7.9,42,323.068922
-2.91,95,338.078331
5.27,76,353.890417
23.33,264,401.767028
-4.53,77,416.756506
5.06,74,428.249469
-9.66,24,433.896064
-11.05,10,442.460247
-10.07,20,450.798875
0.1,128,474.971848
9.35,118,492.002061
-11.04,10,497.626001
-7.97,42,503.750739
-0.57,121,525.249716
-5.59,67,535.799558
-9.47,26,543.958056
-5.94,63,553.742954
-8.88,32,558.755825
-8.74,33,567.234787
0.3,128,589.889372
-4.21,81,602.114235
0.98,134,624.757461
-2.06,103,643.759017
2.0,41,649.834791
0.61,132,673.718967
5.64,80,690.733301
12.21,148,716.462793
-7.22,49,727.589354
8.04,104,742.720831
-9.71,24,750.432023
3.14,53,757.935537
-4.82,75,773.620877
5.56,80,785.515165
-7.38,48,796.670777
17.81,207,828.891753
-7.3,49,840.061745
2.34,46,846.53977
-6.34,59,855.508101
11.05,137,880.083906
-7.24,50,891.31223
2.36,45,897.696252
-7.41,47,908.928374
0.26,128,931.467402
15.26,181,961.154376
2.39,46,968.074474
-9.25,29,976.564734
0.08,128,1000.337446
-6.37,59,1009.260143
2.82,50,1016.990862
6.19,86,1033.534306
-6.16,61,1047.469712
5.51,78,1059.457666
-7.18,50,1071.596973
0.05,126,1090.200684
-11.8,2,1095.109626
-8.05,41,1101.291006
-5.71,65,1111.16242
-9.88,22,1118.96386
13.76,166,1147.242108
19.42,331,1205.676741
3.97,63,1219.743582
5.44,78,1231.72001
-11.81,2,1236.624372
-6.56,57,1245.940022
14.75,175,1275.40256
-9.7,24,1283.147001
7.66,101,1298.318678
10.61,132,1321.370706
-9.77,23,1329.019642
64.44,798,1466.858809
-2.57,98,1486.322048
0.26,128,1508.779736
0.28,128,1533.143034
7.69,102,1548.456434
-9.48,26,1557.223852
0.21,128,1580.499263
0.29,128,1604.265306
12.4,256,1651.854902
34.0,483,1737.98532
-9.31,29,1747.542534
-1.83,107,1763.408319
-10.05,21,1771.9417
38.57,427,1848.903867
16.96,198,1881.977946
-10.57,15,1888.906797
12.44,256,1935.216092
-0.25,124,1953.493917
-11.63,4,1958.653888
-0.71,119,1976.344605
-6.62,57,1991.243113
-4.51,80,2007.852136
6.38,88,2021.39223
-8.39,38,2027.309563
-11.82,2,2032.253629
9.47,121,2050.510688
0.82,135,2078.433255
0.23,128,2100.439712
-2.75,97,2114.135278
11.15,139,2138.732009
-10.14,20,2146.216901
16.34,192,2176.927698
2.86,51,2184.111678
-10.73,13,2189.923287
2.12,44,2196.247343
15.28,181,2225.527022
-9.04,31,2234.246511
12.28,256,2280.108817
13.23,160,2307.802525
-2.83,96,2325.39144
0.18,128,2348.092547
12.43,256,2393.61754
12.4,256,2438.545323
0.25,128,2460.843986
49.19,640,2570.783499
0.3,128,2591.888619
-6.72,55,2598.809079
-4.99,73,2611.552581
24.82,384,2674.368162
-7.56,46,2681.020916
0.96,31,2685.980419
-7.03,51,2696.591717
24.61,384,2763.250422
0.11,128,2786.623298
-7.04,52,2794.301831
-4.7,76,2809.666783
10.98,242,2850.494737
-10.7,14,2857.141886
30.4,344,2918.29292
40.08,552,3024.874255
13.08,160,3053.531343
-2.93,96,3072.158359
-4.87,75,3084.121313
-3.95,85,3101.452297
-3.77,87,3115.762357
1.84,41,3126.650739
-9.09,31,3131.656519
-6.23,61,3141.592258
12.63,260,3194.548148
4.47,68,3204.821871
-6.32,60,3218.303802
