#{"t_start": 1605712585.4730356, "env_id": "ChromeDinoHandrafted_accl-v0"}
r,l,t
55.84,579,73.362057
-8.26,38,77.967778
1.65,37,82.548208
3.77,59,89.905662
2.16,42,94.494494
2.16,42,99.190826
2.25,43,103.843034
2.26,43,108.403371
2.99,51,114.010977
-8.05,40,118.517006
3.12,52,124.494888
2.07,41,129.040521
4.0,61,135.781635
2.45,45,141.443478
1.47,35,145.986715
2.55,46,152.215414
2.35,44,158.090176
3.28,54,165.191984
7.57,98,177.123942
5.79,80,187.401593
1.67,37,192.019066
4.21,63,199.325451
10.56,129,215.216627
9.93,122,231.627396
8.56,108,245.712354
9.27,115,260.932524
10.76,130,277.347628
-7.04,50,284.156417
7.06,92,294.74314
3.44,55,300.936659
2.83,49,306.37588
9.48,117,319.756591
-4.31,78,329.352152
11.16,134,345.966706
10.0,123,361.78141
9.05,113,376.04011
10.65,129,392.225533
7.94,102,405.410651
33.99,369,451.038185
19.65,324,491.943108
31.52,344,537.04635
15.57,179,559.846081
17.19,197,585.238962
8.38,106,598.813886
9.12,113,613.108948
4.2,63,620.842988
22.61,251,652.121949
-3.34,88,662.764967
-8.8,32,667.385345
1.96,142,685.245901
2.0,143,703.380059
8.03,103,716.667679
9.09,215,743.592126
9.69,119,758.597059
24.21,269,792.800852
10.61,128,808.651084
23.6,261,840.839896
10.77,130,857.331317
24.31,269,888.228
10.89,131,902.777781
11.19,134,918.346463
11.31,135,933.480503
1.29,135,948.207768
22.72,253,978.069792
6.07,82,988.165507
10.0,122,1003.135899
9.49,118,1017.671398
33.46,363,1061.874298
24.03,265,1094.290637
12.98,153,1113.355548
30.76,335,1154.000688
8.65,108,1166.621222
20.52,230,1195.563438
1.97,40,1200.200235
2.85,49,1206.11961
20.74,232,1233.999955
20.8,233,1262.14735
8.8,110,1275.518292
-8.4,36,1280.134504
25.71,283,1314.04567
4.14,165,1334.304828
9.34,115,1348.091754
7.93,101,1360.416329
12.49,148,1378.681595
9.96,122,1393.58141
-7.52,45,1398.773384
12.95,153,1418.206279
17.99,307,1457.086685
1.69,37,1461.709469
18.07,206,1488.042037
9.36,116,1502.623624
10.11,124,1518.338054
2.6,149,1537.356092
19.03,217,1565.707698
16.45,190,1590.504617
15.99,185,1614.578084
5.16,73,1623.734645
18.21,209,1651.248585
23.72,265,1684.757563
16.6,191,1709.737318
34.04,374,1758.461478
11.72,141,1776.716852
3.13,52,1783.107795
-8.13,39,1788.384288
-7.82,42,1793.882088
10.96,133,1810.889052
9.82,121,1825.751654
3.36,157,1845.819759
14.91,173,1867.823801
7.22,94,1879.812966
27.7,306,1919.284514
21.15,239,1949.901643
8.98,113,1964.28691
19.63,221,1991.935231
11.25,135,2008.471293
9.99,122,2023.66443
6.6,190,2047.465637
37.64,409,2099.072594
28.13,309,2138.289864
10.99,133,2154.793737
11.34,136,2172.311464
27.8,306,2210.728033
26.43,292,2248.005841
1.58,36,2252.672261
23.52,262,2285.54517
1.54,138,2303.841808
10.24,125,2320.194219
6.33,85,2330.909393
11.65,242,2362.587702
7.86,100,2375.322051
9.31,116,2389.866176
5.13,73,2399.673614
2.92,50,2406.303094
6.73,89,2417.234417
6.39,86,2428.201425
12.78,254,2462.242229
12.93,152,2481.956157
-8.34,37,2487.106926
19.9,224,2516.304673
19.69,222,2545.264911
7.89,101,2557.903193
5.56,77,2567.66431
6.14,83,2578.455369
27.94,308,2617.880317
4.98,71,2627.520218
29.33,324,2671.812296
26.23,292,2711.979072
1.1,134,2730.46226
13.36,158,2751.406771
8.28,106,2766.101212
-7.93,41,2771.484547
19.59,222,2801.810092
1.37,34,2806.410726
12.24,146,2826.054817
28.96,321,2870.109147
7.09,94,2883.652984
3.83,60,2892.195524
6.94,92,2904.428697
25.91,290,2944.710817
