#{"t_start": 1605712588.748741, "env_id": "ChromeDinoHandrafted_accl-v0"}
r,l,t
44.12,562,68.247825
-7.28,48,73.813664
1.76,38,78.366234
-8.25,38,82.917881
1.36,34,87.484211
-7.84,42,92.05574
2.05,41,96.67263
2.26,43,101.2872
3.54,56,107.391213
2.8,49,112.791216
2.06,41,117.336808
2.05,41,122.046188
2.26,43,126.748714
2.16,42,131.303555
-6.21,59,138.669753
3.29,54,145.814742
2.11,42,151.429145
-8.16,39,156.950049
1.67,37,161.59797
6.99,92,172.826875
-4.57,76,182.473074
2.84,49,188.623681
2.17,42,193.319485
6.3,85,203.790451
8.76,110,217.749168
5.58,77,228.200095
7.69,99,241.150817
4.15,63,249.263807
5.83,80,259.763077
35.32,383,305.931337
11.65,139,322.36652
-3.7,84,332.522716
9.52,117,347.03776
5.84,80,357.625022
21.48,241,387.94541
7.06,92,399.846525
25.46,282,435.150811
1.62,139,452.277779
8.83,111,466.529781
10.27,125,482.034626
9.64,119,497.382978
1.81,141,516.060241
8.67,109,530.131062
2.6,149,549.259913
22.03,246,580.706722
7.95,102,593.848271
5.66,78,603.866665
8.72,109,617.154299
19.36,218,644.723009
0.11,123,659.360652
-8.81,32,663.959966
8.29,105,677.281455
30.26,330,719.085187
21.81,243,749.774698
6.57,87,760.536827
20.26,228,789.703435
13.36,157,809.013499
23.98,265,841.670279
11.2,134,858.366497
-0.84,113,871.461094
11.2,134,886.624814
11.58,138,902.019404
9.63,118,915.865837
0.97,132,930.627703
-5.24,68,937.981655
10.15,226,964.222354
6.86,90,974.847131
8.51,107,987.896531
6.95,91,999.187382
16.48,189,1022.007166
2.74,48,1027.896579
11.31,135,1044.516706
22.82,254,1075.369681
27.31,300,1112.579961
10.57,128,1127.87109
9.46,117,1142.414045
1.85,39,1147.013699
9.68,119,1161.266789
30.0,328,1201.649182
9.07,113,1215.176926
16.42,188,1238.102315
9.08,113,1251.421671
22.32,248,1281.979627
19.5,220,1308.23093
1.99,40,1312.848914
2.33,146,1330.903458
2.33,146,1348.370578
19.56,220,1375.614599
23.94,265,1408.120628
29.45,323,1449.162602
19.43,220,1477.106936
8.96,112,1491.268301
10.19,125,1507.166751
14.18,269,1541.297949
3.99,61,1549.529656
6.27,85,1560.418899
25.7,287,1597.961198
18.72,318,1639.234661
16.24,187,1663.145685
-5.92,62,1670.846585
29.47,325,1712.834917
10.93,133,1729.874917
7.68,99,1743.206031
19.45,221,1772.098992
14.75,172,1794.389544
8.16,104,1807.457774
7.12,93,1818.979932
-1.23,110,1832.720597
27.22,302,1871.158751
32.49,357,1917.313525
9.74,120,1932.872663
8.86,213,1959.901234
7.7,99,1972.158185
1.58,36,1976.723742
26.56,293,2013.126947
15.14,176,2035.356176
15.32,177,2057.426977
8.3,105,2070.888461
8.9,111,2084.68105
23.72,264,2118.259102
25.16,279,2153.191595
23.79,264,2186.220587
10.63,129,2202.684317
8.61,108,2216.712547
19.42,219,2244.459855
1.25,136,2261.844815
20.43,229,2290.684826
0.91,131,2308.031958
9.66,119,2323.296553
18.73,212,2351.157312
17.38,198,2376.211072
35.54,388,2426.104465
26.74,295,2465.624234
6.54,87,2476.574739
16.21,186,2501.248998
8.34,105,2514.8406
15.9,183,2538.716641
30.53,334,2581.480235
5.16,73,2590.90659
7.1,93,2602.644563
17.74,203,2629.691672
-8.13,39,2635.221046
-6.76,53,2642.423975
12.77,151,2662.792035
17.01,195,2689.627495
23.55,264,2725.961447
1.94,144,2745.296854
12.23,250,2779.239842
14.33,168,2802.069668
7.77,100,2815.403954
5.6,78,2825.669205
9.11,114,2840.829629
2.72,151,2862.312445
17.78,205,2891.403523
11.07,135,2909.918554
2.03,144,2930.240956
4.72,69,2939.446554
9.34,117,2955.548482
12.9,153,2976.610007
9.28,116,2991.998629
10.78,131,3009.532171
26.53,294,3048.433295
19.87,225,3077.960657
31.83,349,3123.759192
8.25,105,3137.98828
10.79,131,3155.517317
31.26,452,3217.871476
7.05,93,3230.072399
3.31,158,3252.018643
9.16,115,3266.989546
4.14,63,3275.01135
14.63,172,3299.581476
8.12,208,3328.27906
7.93,102,3342.111123
1.96,144,3361.643211
20.39,232,3394.148534
11.01,134,3412.515503
7.47,97,3425.811594
7.06,93,3438.163873
17.52,202,3466.833452
-4.21,80,3477.935992
13.9,165,3500.927624
10.42,129,3519.021266
9.74,121,3536.06073
12.52,150,3557.172171
5.98,82,3568.988836
12.49,150,3591.130276
31.48,348,3640.07355
12.31,251,3674.633438
36.16,397,3728.536767
9.45,118,3744.498904
10.18,125,3761.221758
12.67,151,3781.501415
12.73,257,3817.166231
5.91,81,3828.197611
12.31,148,3850.112174
8.6,109,3864.686136
18.47,212,3892.902804
4.08,62,3900.927355
26.29,294,3942.57635
19.63,328,3988.755117
-3.58,87,4002.817428
8.8,111,4019.009959
25.19,282,4057.633136
12.04,144,4076.371574
14.98,279,4114.240898
10.68,130,4132.228242
23.02,259,4169.25091
9.39,117,4184.781249
5.61,78,4195.687121
9.16,115,4212.076305
11.29,137,4230.771699
30.94,342,4278.275102
8.62,109,4292.848327
22.81,257,4328.092753
7.05,93,4340.475909
8.83,112,4355.59325
6.14,84,4366.770837
22.03,249,4401.376395
8.53,108,4416.12594
36.3,399,4471.285999
5.51,77,4481.918093
24.11,271,4519.330051
32.0,353,4566.684026
4.91,71,4576.604577
1.61,141,4596.278036
5.6,78,4607.154041
24.92,280,4646.765271
3.37,55,4654.05051
18.53,213,4683.762291
29.27,327,4730.742384
22.23,357,4781.767453
7.3,96,4795.02059
40.03,440,4856.933416
7.74,101,4870.66562
29.76,331,4916.652219
10.74,131,4934.649462
9.38,117,4950.809234
8.91,112,4965.547193
