#{"t_start": 1605828620.659572, "env_id": "ChromeDinoHandrafted_accl-v0"}
r,l,t
-9.12,30,8.894606
-8.72,35,15.076485
0.59,27,19.904948
1.99,42,28.083365
-10.18,19,32.805192
-9.67,25,37.459548
0.91,31,42.239033
0.83,30,46.975815
-9.03,31,51.691434
2.1,43,58.272645
2.23,45,65.075029
7.6,101,80.247741
1.1,33,85.127449
1.45,37,90.911513
-9.04,31,95.731753
0.89,31,100.420099
-7.54,47,107.292991
-9.07,31,111.997286
1.14,33,116.861516
1.36,36,122.535305
0.85,30,127.204005
2.95,52,135.241449
-9.32,29,139.980116
-9.18,30,144.672015
-8.92,32,149.379061
-8.94,32,154.030364
1.98,42,159.99964
-9.12,30,164.703152
-9.11,31,169.383667
-8.87,33,174.11564
-8.31,39,179.89758
-7.51,46,186.191831
1.98,42,192.483753
1.16,33,197.314269
-8.95,32,201.995995
-8.87,32,206.673645
2.51,48,213.743228
-8.72,34,218.482307
-8.96,32,223.2255
1.67,39,228.880171
-7.43,48,235.913565
0.91,31,240.704725
-9.66,25,245.344694
0.54,27,250.107111
-9.44,27,254.835704
-9.2,29,259.489604
-9.59,26,264.10834
-8.13,41,271.320832
0.65,28,275.962583
-8.98,32,281.507377
-8.2,40,288.856231
0.9,31,294.289258
0.52,27,298.927054
0.55,27,303.491288
-9.35,28,308.016754
1.75,40,314.384987
0.64,28,319.012367
0.79,29,323.558589
-9.26,29,328.044421
0.87,30,332.593347
2.41,47,339.839848
2.47,48,347.528738
0.84,30,352.21258
-7.54,47,359.554857
2.29,45,366.506397
1.58,38,372.590981
1.3,35,378.027634
4.99,74,389.184546
2.4,47,396.382679
0.95,31,401.095666
0.76,29,405.618634
2.24,45,413.065602
2.1,43,420.166027
0.52,26,424.689653
-8.51,37,430.444388
3.25,56,439.548251
1.16,34,445.168694
0.63,28,449.717209
0.65,28,454.368577
-8.08,42,461.197544
-7.64,47,469.110499
0.33,25,473.606465
-8.8,35,479.86241
0.4,26,484.459061
0.5,27,489.067806
0.49,27,493.708829
-7.72,46,501.630187
0.3,25,506.224504
2.93,53,515.853437
0.24,24,520.31953
0.95,32,525.985413
-9.71,25,530.43945
0.38,26,534.946829
0.39,26,539.609231
0.3,25,544.054663
0.32,25,548.528551
1.0,32,553.881411
-9.02,32,559.447134
2.93,53,568.443623
0.49,27,573.076784
-9.58,26,577.61178
1.08,33,583.249701
0.4,26,587.836855
0.39,26,592.423923
0.85,31,597.770826
0.87,31,603.132234
2.1,44,610.945766
0.36,26,615.542814
0.4,26,620.126555
-9.09,31,625.516304
0.99,32,630.984581
0.28,25,635.489797
-9.57,26,640.033797
0.5,27,644.696904
0.41,26,649.255191
-9.01,33,655.075832
-9.68,25,659.530902
0.51,27,664.177353
0.84,31,669.804882
0.38,26,674.402939
-9.61,26,678.920281
-8.9,34,684.815538
-9.08,32,690.569436
-8.33,39,697.312025
0.48,27,701.922026
1.33,36,708.160352
-9.61,26,712.697909
-9.69,25,717.14396
1.06,33,722.826511
0.38,25,727.370988
1.02,33,732.977908
-8.32,40,739.742297
0.54,27,744.351946
-9.6,26,748.806991
0.49,27,753.446876
0.43,26,757.997185
0.93,32,763.421502
0.97,32,769.013926
2.24,46,776.523099
0.53,27,781.046586
0.6,28,785.70011
0.98,32,791.091114
-6.99,54,800.191841
0.99,32,805.593097
2.04,43,812.764163
-8.33,39,819.106871
0.95,31,823.816794
2.04,43,830.554925
0.7,29,835.179256
0.86,30,839.79592
0.75,29,844.376948
1.17,34,850.048342
0.87,30,854.635329
1.95,42,860.955598
0.79,30,865.464835
1.28,35,870.722901
-8.14,41,876.973982
1.64,38,882.538168
-8.6,36,888.11119
-9.15,30,892.625023
-9.14,30,897.119942
2.22,45,903.979444
-9.33,28,908.484327
0.75,29,913.006418
-9.18,30,917.513954
1.43,36,923.023047
-9.13,30,927.473066
2.13,44,934.431154
2.91,52,942.877731
-9.48,27,947.349043
-9.25,29,951.783417
-8.88,33,957.199711
2.29,46,964.834906
-9.5,27,969.303797
-9.29,29,973.792426
1.18,34,979.344056
-9.26,29,983.89048
0.65,28,988.375669
0.55,27,992.855209
-9.27,29,997.365171
1.48,37,1003.249979
-9.41,27,1007.711665
1.33,35,1013.377904
0.54,27,1017.912261
1.6,38,1023.667352
1.19,34,1029.101209
0.73,29,1033.706167
4.43,69,1044.353166
2.21,45,1051.634268
1.46,37,1057.775754
-9.36,28,1062.281726
-9.37,28,1066.753076
0.62,28,1071.324959
2.41,47,1078.846458
-7.61,47,1086.134127
0.76,29,1090.655108
0.81,30,1095.264132
1.96,42,1101.728271
-9.27,29,1106.209336
2.43,47,1113.961385
0.57,27,1118.575673
-8.67,35,1124.207822
2.72,51,1132.603259
-9.29,29,1137.141531
-9.11,30,1141.655131
1.63,39,1147.812033
2.29,46,1155.057595
0.73,29,1159.653714
4.97,75,1172.215752
4.0,64,1182.651272
1.41,36,1188.074206
0.75,29,1192.623763
2.89,52,1201.094157
1.18,34,1206.645167
1.76,40,1213.086703
0.69,28,1217.613419
1.72,40,1224.283273
2.84,52,1232.994338
1.88,41,1239.334504
1.69,38,1245.147836
1.72,40,1251.421023
0.73,29,1256.073782
1.56,38,1261.916788
1.43,36,1267.279037
-8.89,33,1272.616259
0.71,28,1277.163441
1.99,42,1283.626385
-9.26,29,1288.146715
-8.48,37,1293.816013
-8.03,42,1300.219401
1.74,39,1305.833794
0.94,31,1310.410449
2.9,52,1318.260102
1.71,39,1324.412816
1.6,38,1330.453603
-9.46,27,1334.957274
-7.65,46,1341.799473
3.8,62,1351.688776
3.52,59,1360.908418
2.78,51,1370.419556
-9.63,25,1375.622998
0.92,31,1382.01347
-9.98,21,1388.037649
-0.03,21,1392.663415
-9.83,23,1397.258345
-9.79,23,1401.788497
-9.07,31,1407.986224
-9.32,28,1413.327627
-9.29,28,1417.794061
0.82,29,1422.28685
0.89,30,1426.867294
-9.25,29,1431.341427
0.78,29,1435.938977
-9.39,27,1440.395844
0.87,30,1444.967214
1.81,40,1450.516092
1.65,38,1456.1852
1.93,41,1463.019679
0.71,28,1467.614828
1.79,40,1474.702575
-8.63,35,1480.559584
0.56,27,1485.204676
0.77,29,1489.796163
2.57,48,1496.924611
3.06,53,1505.171813
1.2,33,1510.665256
1.53,37,1516.163465
0.98,31,1520.712284
0.77,29,1525.351423
-9.37,27,1529.895414
1.87,41,1536.945936
0.49,26,1541.608855
0.8,29,1546.21849
0.66,28,1550.878914
0.53,27,1555.469448
-8.6,36,1561.458807
0.39,25,1565.936241
-9.62,25,1570.498301
1.39,36,1576.206084
0.59,27,1580.704043
1.84,40,1586.930879
1.35,35,1592.350059
0.87,30,1596.82948
1.04,32,1601.539256
1.65,38,1607.100466
-9.06,31,1611.574784
1.17,33,1616.255457
1.86,40,1621.799679
1.14,32,1626.347388
0.92,30,1630.828672
-8.82,33,1635.307489
4.69,71,1645.565153
2.6,48,1652.567625
1.84,40,1658.181642
-7.41,48,1664.912835
3.16,54,1672.413558
2.16,43,1678.059321
3.59,58,1685.813701
2.38,46,1692.353529
1.43,35,1697.016048
1.22,33,1701.548668
2.41,46,1707.869229
-7.76,44,1713.941537
1.68,38,1719.193055
1.34,34,1723.772901
1.31,34,1728.46188
2.05,42,1734.001364
3.87,61,1742.502878
1.48,36,1747.092145
1.4,35,1751.638626
2.78,49,1757.937309
2.17,43,1763.945232
2.73,49,1771.10069
-8.67,34,1775.56654
1.24,33,1780.13668
-7.14,50,1786.857785
-8.27,38,1791.913185
3.71,59,1800.177238
2.45,46,1806.344677
3.03,53,1814.069238
1.27,34,1818.7847
1.11,32,1823.245558
1.3,34,1827.793259
1.22,33,1832.511783
1.17,33,1837.027674
1.65,38,1842.525852
1.18,33,1847.072641
-9.11,30,1851.592542
2.39,46,1858.288853
1.75,39,1863.627786
3.92,62,1872.706815
-8.33,38,1878.390794
-8.32,38,1883.833052
1.01,31,1888.307411
2.71,49,1894.920063
1.75,39,1900.16064
1.31,34,1904.821977
1.31,34,1909.346794
-7.65,45,1915.47374
1.22,33,1919.965974
1.97,41,1925.952887
-6.12,61,1934.148847
1.31,34,1938.628942
-8.59,35,1943.162852
-7.94,42,1948.918792
1.42,35,1953.49233
1.53,36,1958.004451
1.73,39,1963.598918
3.55,58,1971.729539
-8.66,34,1976.214186
4.31,66,1984.972062
2.38,45,1990.943085
2.95,52,1998.27746
1.6,37,2002.880009
1.53,36,2007.348909
1.38,35,2011.931795
1.43,35,2016.596901
2.09,42,2022.518086
1.54,36,2027.126603
3.32,55,2034.392839
1.43,35,2038.956124
2.13,43,2044.570202
1.32,34,2049.123205
1.32,34,2053.627217
2.38,45,2059.498707
2.2,43,2065.306252
2.08,42,2070.870329
1.43,35,2075.397533
2.84,50,2081.971802
1.42,35,2086.556968
3.32,56,2093.916961
1.83,39,2098.508024
-8.56,35,2102.945556
1.77,39,2108.304952
1.24,33,2112.880737
1.99,41,2118.556919
2.25,44,2124.789656
1.35,34,2129.436335
3.87,61,2137.754617
1.45,35,2142.335558
4.19,64,2150.653965
-5.66,65,2159.002059
4.28,65,2167.996048
-7.5,46,2174.102582
-4.86,74,2183.437851
6.42,88,2195.438097
-6.73,54,2202.276379
4.85,71,2212.273752
1.36,34,2216.811026
5.17,75,2226.757855
1.53,36,2231.244952
1.32,34,2235.831738
3.44,56,2242.871842
2.84,50,2249.171956
-8.61,34,2253.651619
1.64,37,2258.210219
1.43,35,2262.775134
4.59,68,2271.141742
1.52,36,2275.755065
2.69,48,2281.688653
1.92,40,2286.922378
2.58,47,2293.10238
