#{"t_start": 1605828614.3212082, "env_id": "ChromeDinoHandrafted_accl-v0"}
r,l,t
0.92,31,15.349658
0.42,26,20.042496
0.62,28,24.892187
-7.58,47,33.93456
-9.45,27,40.382248
-9.42,27,45.079258
-9.03,31,49.843202
-5.57,68,60.240723
-6.61,57,68.930851
1.46,37,74.624399
1.29,34,79.485819
1.02,32,84.416417
4.29,67,94.462256
-7.58,47,101.816793
-8.57,36,107.350879
2.37,46,114.053231
0.94,31,118.756683
-8.45,38,124.4677
2.22,44,131.168775
0.75,29,135.863575
1.03,32,140.713281
-9.2,29,145.40643
0.93,31,150.294
-9.05,31,154.969773
-6.55,57,163.204751
-8.88,33,167.915886
-8.67,35,173.400987
-8.93,32,178.150244
2.96,52,185.74058
-8.78,34,190.447813
1.1,33,195.257573
-8.41,38,200.862372
-8.46,37,206.2463
1.14,33,211.0662
2.21,44,217.569844
2.78,50,224.623781
1.14,33,229.481086
-8.18,40,235.336462
-8.94,32,240.025961
1.03,32,244.762996
1.16,33,250.485428
-9.39,27,255.180874
0.92,31,260.808047
-9.21,29,265.458311
-8.5,37,271.867594
-9.34,28,276.91119
-9.42,27,281.216758
-9.06,31,286.796072
-8.35,39,293.903976
-9.67,25,298.245369
-7.7,45,306.176361
0.41,26,310.511341
1.22,34,315.88194
0.67,28,320.295118
1.37,36,326.192382
-7.31,50,333.98987
0.82,30,338.477408
-9.36,28,342.851194
0.75,29,347.377862
-9.47,27,351.792558
-8.16,41,358.223794
-8.4,38,364.068023
1.57,38,370.014524
-8.04,42,376.734473
1.78,40,382.876318
1.77,40,389.005605
1.39,36,394.433375
0.71,29,398.875793
-8.48,37,404.455034
1.84,41,410.877017
0.52,27,415.300281
1.1,33,420.653999
1.03,32,426.001725
-9.59,26,430.432791
1.65,39,436.505492
3.27,56,445.62232
-9.44,27,449.992139
-7.69,47,457.819742
3.89,64,468.362142
0.54,27,472.836224
2.07,44,480.586492
-8.49,38,487.39702
-9.67,25,491.749498
1.57,39,498.438082
-9.58,26,502.864101
2.65,51,511.935864
-9.38,28,516.9893
-9.8,24,521.37422
-9.08,32,527.299176
0.32,25,531.646163
-8.66,36,538.243282
0.42,26,542.679183
-9.67,25,547.151505
0.25,24,551.513081
-6.65,58,561.370916
-9.7,25,565.712915
-8.17,41,572.672301
-9.67,25,576.996285
-8.76,35,583.032031
0.41,26,587.434691
0.89,31,592.841301
-9.71,25,597.282703
2.67,50,606.03309
0.44,26,610.418608
1.34,36,616.845261
-9.71,25,621.27818
0.34,25,625.664451
0.43,26,630.167791
-9.13,31,635.617448
-9.64,25,639.995467
-5.67,68,651.860226
-9.65,25,656.207003
1.4,37,662.812696
0.36,25,667.272354
-8.58,37,673.724972
0.29,25,678.173177
0.3,25,682.61235
0.51,27,687.182286
0.31,25,691.624688
0.68,29,696.816811
-9.25,30,702.059398
-9.58,26,706.503282
-9.71,25,710.901754
1.01,32,716.299258
0.31,25,720.700312
-9.78,24,725.06869
0.42,26,729.478274
-9.19,30,734.875378
0.99,32,740.315317
0.54,27,744.731578
-8.66,36,751.028396
0.81,30,756.183265
0.41,26,760.608287
0.3,25,764.975079
-8.94,33,770.573804
-9.67,25,774.981721
-9.47,27,779.373505
0.49,27,783.897135
0.98,32,789.131258
0.51,27,793.665539
0.41,26,798.04021
0.52,27,802.462245
-9.12,31,807.944482
-9.44,27,812.37735
0.44,26,816.752344
0.94,32,822.049946
1.3,35,827.481386
1.32,35,832.937902
0.74,29,837.421139
-9.53,27,841.812698
0.72,29,846.237539
1.64,39,852.429307
0.43,26,856.826483
1.2,34,862.019729
-9.21,29,866.342721
0.77,29,870.66767
2.27,45,877.5285
-8.6,36,882.911347
-8.57,36,888.204293
0.8,30,892.69747
1.28,35,898.104319
0.86,30,902.554207
1.24,34,907.765624
-7.47,48,915.447773
-9.34,28,919.797609
1.39,36,925.113154
-7.88,44,931.881406
-9.25,29,936.276092
1.09,33,941.593449
-8.06,42,948.371635
-8.92,33,953.812569
0.71,29,958.261425
0.59,28,962.768317
-8.88,33,968.220984
2.65,50,976.577821
-9.35,28,980.925912
-9.48,27,985.278447
-6.51,59,994.642256
0.54,27,999.123681
1.62,39,1005.164072
1.04,33,1010.513294
1.75,40,1017.187296
0.65,28,1021.652281
0.57,27,1026.080967
0.78,29,1030.459809
1.17,34,1035.938577
0.78,29,1040.502351
1.42,36,1045.905422
2.71,50,1053.748634
1.02,32,1059.132007
-9.41,27,1063.468746
-8.96,33,1068.901676
0.59,28,1073.377509
1.34,36,1079.27869
-9.43,27,1083.636715
0.86,30,1088.218504
0.64,28,1092.616617
1.54,38,1098.52555
0.89,30,1103.071095
