#{"t_start": 1605775877.4490979, "env_id": "ChromeDino-v0"}
r,l,t
7.41,97,12449.300883
12.39,257,12492.091703
-9.06,30,12499.896248
-1.67,109,12514.380313
-10.13,19,12520.65985
8.88,114,12535.440764
-10.66,14,12541.700022
6.37,87,12553.055665
-8.0,41,12562.496927
4.33,65,12570.637673
-5.94,63,12582.997944
-8.45,37,12588.063949
39.36,437,12659.565635
-8.38,38,12668.717794
5.45,77,12678.740206
2.43,46,12684.847822
3.83,61,12697.190406
-5.13,72,12711.224806
6.83,92,12723.401177
1.71,145,12747.459643
-10.13,19,12754.344292
8.35,109,12769.734905
-10.12,19,12776.285853
7.27,97,12789.404338
-9.04,31,12798.027533
-3.0,94,12810.700156
-4.49,79,12826.06271
-4.1,83,12841.448137
18.32,216,12877.892257
-8.21,40,12888.485766
6.59,91,12902.112689
22.97,264,12946.38103
-9.23,29,12954.769547
7.5,100,12968.373919
6.04,84,12983.709976
-5.19,72,12998.103066
8.73,113,13013.957377
-1.17,114,13033.898392
-9.24,29,13042.154997
-1.34,113,13058.202304
-10.52,15,13064.206285
9.59,123,13081.54958
-11.51,5,13086.538349
8.71,115,13103.254934
-10.72,13,13109.185777
7.41,99,13123.204952
10.74,134,13146.341799
9.17,117,13166.911976
12.55,262,13215.277799
11.41,143,13240.008947
8.5,111,13259.59575
-9.15,30,13268.120245
-7.88,43,13274.174775
15.83,188,13305.039869
-9.61,25,13312.976542
-4.7,76,13323.754605
-7.06,52,13335.368536
6.99,95,13349.280474
-8.85,33,13357.96407
-3.35,92,13371.56095
-8.57,36,13381.146038
-7.93,43,13387.58609
14.62,174,13416.467484
-8.24,39,13426.04519
6.74,93,13439.734304
-3.69,88,13456.515246
13.44,164,13485.147761
-8.34,39,13495.023558
4.23,66,13505.018175
9.97,126,13527.252975
8.2,108,13546.757838
12.7,156,13574.25027
11.34,142,13599.45424
9.83,125,13621.931378
1.69,39,13627.783585
-11.43,6,13632.814643
-3.5,90,13645.90774
-8.38,38,13655.406669
6.04,85,13667.260293
-7.96,43,13677.596183
4.23,66,13687.060093
-6.16,62,13700.227587
7.51,101,13714.603209
-9.43,27,13722.231833
7.72,104,13737.484244
11.2,140,13761.55031
16.24,193,13797.672896
9.15,118,13818.704093
2.22,45,13825.071898
10.61,132,13848.224057
-8.56,36,13857.848943
8.98,116,13874.051912
-10.85,12,13880.000883
9.28,119,13896.582757
-11.18,9,13902.105276
8.83,114,13917.853182
-10.65,14,13924.242644
0.22,128,13945.977263
