#{"t_start": 1605775874.1612296, "env_id": "ChromeDino-v0"}
r,l,t
2.09,43,18.38545
-3.8,86,36.023205
-8.16,40,42.902569
2.83,51,51.139735
10.66,238,95.457662
-6.78,55,107.732543
21.94,250,147.706336
-11.44,6,152.822786
0.31,128,176.508582
-1.99,105,191.853477
-9.81,23,199.318053
0.17,128,221.528203
2.26,45,227.814385
-4.06,83,243.371637
24.64,384,308.333161
0.23,128,329.979358
0.24,128,351.894292
0.22,128,373.752176
0.26,128,396.127175
0.27,128,417.041197
24.92,384,480.856286
0.29,128,502.214526
-5.69,66,512.189988
-6.14,62,524.779723
0.22,128,546.618012
12.48,256,589.64933
14.24,171,617.159779
-6.56,57,625.745772
-9.31,28,634.277292
7.44,99,648.702155
-9.26,29,657.818348
0.31,128,681.70421
0.23,128,703.872604
-5.03,73,714.210773
-6.74,55,725.499824
24.82,384,789.124857
1.72,39,794.344418
3.91,62,802.716835
-9.43,27,810.430099
12.34,256,854.151997
13.58,163,880.27822
4.89,73,890.594869
-10.11,20,897.316849
0.1,128,919.723933
0.12,128,941.687966
0.22,128,964.339016
-2.55,99,979.058215
-9.26,29,988.044763
0.24,128,1010.006504
1.65,39,1015.325671
-3.53,89,1031.173129
0.27,128,1052.19796
0.27,128,1073.042754
0.23,128,1094.103705
0.28,128,1114.485795
49.27,640,1219.205377
12.61,256,1259.818684
0.3,128,1279.853441
0.28,128,1300.099819
0.37,128,1319.940844
12.71,256,1358.937252
0.41,128,1378.655888
0.34,128,1398.954731
-7.93,42,1404.012795
-3.71,86,1419.28262
0.33,128,1439.647212
0.34,128,1459.729816
0.45,128,1479.534806
0.4,128,1499.025955
3.11,53,1505.468498
-4.75,75,1518.83182
-8.23,39,1523.829891
-3.46,89,1539.066821
0.37,128,1559.97616
15.03,178,1586.794919
26.38,295,1632.488909
-1.9,105,1649.892829
-6.0,62,1661.491409
-2.73,96,1673.234598
15.77,288,1721.146552
12.67,256,1760.729535
12.7,256,1801.673067
0.39,128,1821.104985
5.84,81,1830.708794
-7.42,47,1840.292699
0.34,128,1860.116333
0.42,128,1879.58074
12.89,256,1917.726028
-8.05,41,1922.807001
11.36,139,1943.831974
19.95,332,1997.575073
12.69,256,2040.294008
19.73,227,2073.859878
-9.18,29,2082.236477
0.32,128,2102.097332
12.57,256,2143.117802
0.33,128,2163.856354
-3.85,84,2174.2337
-7.73,44,2184.223695
21.18,346,2237.111212
-8.36,38,2246.72115
0.22,128,2267.906892
-4.33,80,2278.841148
-8.79,34,2283.87247
-10.67,14,2291.668843
0.23,128,2314.266032
15.5,182,2343.996926
6.22,191,2375.512913
-10.95,11,2381.385865
-1.87,106,2396.217878
0.66,133,2421.644197
-10.37,17,2428.509525
-1.44,111,2444.63098
-10.38,17,2451.510443
9.72,229,2487.844859
2.06,148,2511.99469
-11.37,7,2517.510298
0.16,128,2539.100338
33.29,372,2598.845552
-10.86,12,2605.167712
24.56,384,2669.89906
10.17,128,2691.634217
0.25,128,2713.110723
0.27,128,2734.765551
0.18,128,2758.064805
10.0,126,2776.937368
5.72,81,2794.075263
-7.32,49,2805.943738
0.17,128,2829.07143
