#{"t_start": 1605759188.034164, "env_id": "ChromeDino-v0"}
r,l,t
3.48,58,17.490829
-5.22,71,32.963608
6.55,89,46.06837
-8.31,39,55.996667
2.33,46,62.618092
-4.16,82,77.787097
3.52,163,104.756067
21.23,349,164.59556
-1.42,111,180.19628
14.15,273,230.739756
18.05,211,264.156862
4.53,173,296.170385
15.68,185,325.213749
-5.22,71,338.308184
0.29,128,359.485857
49.07,640,464.142522
0.19,128,485.311238
0.18,128,507.05112
8.04,106,521.705161
14.67,278,570.439451
-4.18,82,581.085117
4.54,174,612.85059
9.34,119,629.43698
0.99,137,656.078238
0.19,128,676.91729
5.52,79,687.989102
-7.34,49,698.663531
10.15,127,715.42494
-1.63,4,720.273794
-4.15,83,731.750293
-7.91,42,741.205329
0.07,128,762.86827
24.31,384,828.831289
0.1,128,851.212909
12.18,256,895.877877
7.47,100,910.357463
10.97,137,933.826599
11.87,252,977.422851
-9.81,23,984.442611
0.09,128,1006.115043
24.37,384,1072.042425
1.3,35,1077.174234
20.91,349,1138.942336
12.18,256,1183.177327
-3.65,88,1196.138649
3.88,168,1228.122669
36.48,512,1315.784974
0.14,128,1337.661127
0.15,128,1359.497566
0.12,128,1381.794467
0.16,128,1403.374214
0.21,128,1425.539607
0.13,128,1447.675068
-8.68,35,1452.662842
33.37,477,1535.843974
0.16,128,1557.469543
0.16,128,1579.222705
0.14,128,1601.088526
12.28,256,1644.376921
24.65,384,1709.095856
9.02,116,1725.168339
-10.85,12,1730.907808
18.63,216,1764.757064
-8.17,40,1774.180033
12.62,256,1816.449592
3.1,53,1823.566472
-4.81,75,1837.344306
6.44,88,1848.99154
-8.12,40,1858.162659
41.84,458,1931.834227
7.76,102,1949.310074
-4.35,80,1964.160326
24.62,384,2028.381554
12.62,256,2070.341938
4.2,168,2096.075408
-3.51,88,2111.753156
0.34,128,2132.429593
3.58,58,2139.815712
19.26,326,2195.948353
0.34,128,2217.194142
3.03,52,2223.729325
-4.7,76,2238.445774
24.77,384,2302.557503
0.22,128,2323.373996
24.5,384,2388.017526
24.66,384,2450.741019
20.84,239,2487.364533
-10.4,17,2493.759371
0.21,128,2514.908135
0.29,128,2536.330628
0.24,128,2557.810447
12.68,256,2599.699742
0.36,128,2619.922351
12.68,256,2661.375467
12.82,256,2702.965771
7.62,202,2732.89954
17.89,310,2784.91873
37.08,512,2868.731583
28.71,320,2919.357943
-5.85,64,2931.975069
0.35,128,2952.616882
0.23,128,2973.740823
0.22,128,2994.674288
0.19,128,3015.727825
8.87,219,3049.185516
16.09,293,3100.017297
6.22,86,3111.404208
-7.96,42,3121.020428
0.18,128,3142.447878
-2.99,94,3154.979321
-8.8,34,3163.419973
12.48,256,3205.097805
0.27,128,3225.919015
0.32,128,3245.926615
15.53,183,3273.53875
7.25,201,3308.057608
0.29,128,3328.436635
0.27,128,3349.093298
0.27,128,3370.055591
0.33,128,3390.642352
6.49,89,3402.54634
4.03,167,3432.264732
19.44,224,3466.157393
-8.92,32,3474.620814
34.04,379,3534.973622
-11.51,5,3539.815653
0.2,128,3560.767695
12.29,256,3604.008362
8.62,112,3619.606571
1.73,144,3647.564395
2.96,52,3655.013818
-1.61,109,3674.376261
-4.23,81,3685.381132
-10.65,14,3691.458473
0.18,128,3712.952648
13.47,164,3739.605957
-8.43,37,3744.591631
-6.74,55,3756.192282
17.12,201,3787.282278
-8.43,37,3792.246977
-10.31,18,3798.926673
1.22,34,3803.939258
-3.06,94,3820.893739
20.86,241,3858.543468
-7.55,48,3869.669916
36.86,410,3939.812312
27.19,309,3991.086602
13.76,272,4041.46201
24.7,384,4106.600506
0.15,128,4128.066532
11.24,242,4164.493474
1.56,142,4191.376648
0.24,128,4212.780632
0.17,128,4234.075898
0.26,128,4254.923746
12.4,256,4296.772812
27.48,308,4345.18633
-4.74,76,4359.312229
0.29,128,4380.157876
0.16,128,4401.583925
1.45,36,4406.545998
-3.22,92,4422.621326
0.3,128,4443.735739
12.31,256,4486.114228
0.19,128,4507.372071
12.36,256,4550.280465
12.33,256,4593.981418
36.64,512,4678.047832
14.55,174,4706.407866
38.03,422,4776.996633
-7.87,44,4787.26708
0.13,128,4809.361518
0.15,128,4830.92439
8.96,115,4846.518071
-2.87,96,4864.054437
-7.82,45,4874.59064
8.1,107,4889.38541
2.01,149,4918.021426
5.92,189,4947.502247
-5.7,67,4960.23051
8.74,113,4974.968132
6.47,89,4990.904448
-6.92,54,5002.12559
1.19,34,5007.072321
-0.02,127,5028.793732
17.92,211,5062.677746
4.8,72,5076.697106
-5.58,68,5090.47862
0.18,128,5111.868001
