#{"t_start": 1605634666.100289, "env_id": "ChromeDinoHandrafted-v0"}
r,l,t
3.55,57,22.112163
4.26,65,29.324549
1.59,37,34.453789
2.12,43,40.321025
5.08,74,49.177818
4.54,68,56.859681
2.5,46,62.129342
3.16,53,68.181471
6.63,89,77.830773
2.57,47,82.881486
2.58,47,87.986179
8.61,110,100.210084
3.79,60,106.658719
2.42,46,111.758551
2.71,48,116.804461
3.55,57,123.218871
2.48,46,128.310794
2.81,49,133.302551
2.39,45,138.277086
8.66,110,149.887522
-7.1,50,154.847869
2.72,48,160.001959
2.8,49,165.150856
-7.03,50,170.137021
3.73,59,176.344437
4.34,65,183.153851
3.86,60,189.603778
4.23,64,196.233672
-7.07,50,201.265539
-7.06,50,206.57959
2.85,49,211.735284
2.79,49,216.787095
7.14,93,226.361853
4.93,71,234.059212
5.0,72,242.072109
3.76,59,248.264441
6.12,84,257.581834
7.13,94,267.181417
-5.04,71,274.432209
-3.03,92,284.11708
4.26,64,290.477227
2.68,48,295.521406
5.44,76,303.87604
3.66,58,310.146293
-7.15,49,315.13779
4.07,62,321.405494
9.8,121,333.662336
4.28,64,340.414751
-7.07,50,345.397407
3.25,53,350.437227
-5.14,70,357.495681
-7.28,48,362.504636
2.93,50,367.710486
3.39,55,373.043512
4.21,64,379.858067
4.56,67,386.767128
-5.2,70,394.582187
6.42,87,404.292339
-6.49,56,410.208409
2.88,50,415.45178
2.71,48,420.58621
2.91,50,425.870329
3.06,51,430.954266
2.46,46,435.967597
-7.87,42,440.943511
3.26,54,447.283055
2.59,47,452.45427
-7.88,42,457.42328
3.41,56,463.621985
6.48,88,473.233167
-7.31,48,478.278203
4.15,63,484.94237
3.01,51,490.063499
5.28,75,498.085694
3.79,59,504.310364
-7.03,50,509.294688
