#{"t_start": 1605634675.8722208, "env_id": "ChromeDinoHandrafted-v0"}
r,l,t
3.66,59,12.738136
-4.23,81,22.061393
-8.73,34,26.498122
2.25,44,32.461086
-8.13,40,37.424821
-7.79,43,42.400843
5.37,76,50.844088
2.94,51,56.749176
2.6,47,61.853394
4.28,64,68.985137
6.21,85,78.082332
2.39,45,83.073244
3.44,56,89.322087
2.79,49,94.383471
3.46,56,100.697171
5.52,78,109.100155
3.39,55,115.281233
2.67,48,120.472464
4.0,62,127.068101
3.91,60,133.162288
-5.0,72,141.164269
4.21,63,147.511998
2.88,50,152.741395
2.92,50,157.803809
-7.23,49,162.757543
4.43,66,169.691866
2.62,47,174.791134
5.85,81,183.320557
3.07,52,188.59818
3.98,62,195.048421
3.92,61,201.441597
2.92,50,206.601206
4.84,70,214.035442
9.1,115,226.469071
2.77,49,231.63874
3.53,57,237.639652
4.36,65,245.080576
2.89,50,250.121381
2.8,49,255.258166
3.0,51,260.439661
4.37,65,267.099024
2.83,49,272.275862
-1.95,103,282.91139
3.02,51,288.098422
10.48,129,302.278859
-5.5,66,308.806858
2.7,48,313.936325
5.9,81,321.874362
7.39,96,331.898101
3.11,52,337.073645
3.43,55,342.234679
4.91,71,349.728237
2.9,50,354.854654
2.91,50,360.042542
-6.89,52,365.048377
-6.43,57,371.163852
3.02,51,376.284544
-7.61,45,381.303672
5.18,74,389.618523
3.3,54,395.65231
-7.25,48,400.6971
5.21,74,408.495452
3.96,61,414.966038
6.48,87,423.778759
-7.74,43,428.792262
2.27,44,433.909418
2.29,44,439.130744
8.04,104,450.862359
6.07,83,459.807551
3.33,55,465.789403
2.9,50,470.93563
2.59,47,476.046954
4.06,62,482.249812
2.43,45,487.304772
-5.31,69,494.489532
3.0,51,499.610532
