#{"t_start": 1605752983.1594987, "env_id": "ChromeDino-v0"}
r,l,t
-7.55,47,15.184874
-7.79,44,21.359435
1.46,36,26.367309
-1.08,10,32.388161
2.67,49,39.076092
-8.58,36,44.125692
4.97,73,58.292646
2.21,44,64.384457
1.52,37,69.490365
-11.14,9,75.14483
2.06,43,81.359464
1.61,38,86.636154
2.16,44,92.973818
-8.95,32,101.775431
1.08,33,106.959953
1.23,34,112.717022
-8.93,32,122.685072
3.31,56,131.460686
3.21,55,140.271918
1.77,40,150.77482
-8.44,38,156.607789
0.9,31,161.582251
-9.28,29,166.434043
-7.37,49,178.639182
2.18,45,185.813339
-8.68,35,191.575006
-11.45,6,196.823445
-8.63,36,202.847142
0.82,30,207.806392
1.64,39,214.31487
-7.19,52,227.29013
0.81,30,232.192102
1.41,36,238.003669
-6.22,62,252.848457
-7.53,48,260.804296
-4.42,81,278.576395
1.25,35,284.742164
1.1,33,289.695591
0.79,30,298.627338
-9.06,31,303.548378
-8.66,36,309.388187
0.9,31,314.325847
-9.23,30,323.237562
0.89,31,328.194964
2.07,43,335.29068
1.98,43,342.349445
2.08,43,353.515996
1.14,33,358.569982
1.03,32,363.472281
5.02,74,378.225509
-9.03,31,383.122435
2.05,43,389.504976
-7.73,45,400.093393
-9.25,29,404.895012
1.04,32,409.792067
-5.57,68,423.826656
1.17,34,428.706404
-8.78,34,433.554503
3.19,56,446.381508
1.13,33,451.291459
2.04,43,458.365852
3.84,62,471.9693
1.24,34,476.746827
6.38,88,492.940273
1.08,33,497.867661
-8.98,32,502.730622
-9.37,28,510.96007
2.77,50,517.853831
-8.76,34,522.701016
-7.99,43,528.817255
-0.37,17,535.500142
-7.87,43,541.404526
1.47,36,546.421879
6.21,87,563.044617
-8.97,32,567.985444
1.35,35,572.869882
-11.32,7,578.271442
1.2,34,583.15029
-7.46,48,589.885084
1.56,37,594.858186
-11.13,9,600.234115
-8.52,36,605.00905
4.14,64,613.536884
5.32,77,628.498017
3.75,61,637.279964
3.23,55,649.086925
-8.87,33,653.898198
7.47,100,671.702474
3.63,59,680.199685
7.15,96,697.940277
2.96,52,704.999878
-11.35,7,710.385906
1.67,38,715.530394
1.58,37,720.478825
2.04,43,726.296515
3.15,54,738.081525
1.29,35,743.060596
9.12,117,763.781073
-6.26,60,776.096002
1.32,35,781.039367
2.04,42,786.93866
-7.16,51,798.112781
-6.97,53,805.004628
-8.61,35,809.825859
1.54,37,814.73594
-11.7,3,819.530555
2.86,51,826.706924
1.48,36,831.659769
-8.07,41,841.300123
1.56,37,846.126297
-6.24,60,854.161833
-8.99,31,862.188677
1.59,38,867.235497
-7.67,46,873.305916
-7.86,43,879.831115
-11.9,1,884.893623
-8.14,41,891.028951
1.21,34,895.957522
-8.99,32,900.860491
4.49,69,916.528711
1.57,38,922.410776
1.89,41,929.038102
-11.91,1,934.515761
0.96,31,941.576069
-10.13,20,946.541209
0.0,21,951.599536
-0.03,21,956.728506
0.73,29,963.601933
0.9,31,978.555058
-7.57,47,987.502656
1.83,41,995.110564
-10.59,15,1002.52797
3.81,61,1013.644529
1.36,35,1019.509283
0.77,29,1024.424439
-11.71,3,1029.94258
-7.57,47,1037.706612
-9.22,29,1042.547417
-9.23,29,1047.418468
-9.79,23,1056.322576
-7.52,47,1066.916384
0.29,24,1072.087532
0.44,26,1078.188205
0.7,29,1083.134235
-11.82,2,1088.114035
2.02,43,1095.297492
1.96,42,1102.325134
1.79,40,1108.366756
2.42,47,1122.032905
0.62,28,1127.177142
1.99,42,1134.708735
-10.65,14,1141.811489
1.04,32,1146.827842
4.41,69,1158.11179
-7.0,53,1173.773441
0.43,26,1180.041256
-9.73,24,1186.18322
-9.49,27,1192.285474
-9.65,25,1200.982696
2.66,50,1209.409069
2.01,43,1216.948926
