#{"t_start": 1605661946.0581038, "env_id": "ChromeDinoHandrafted-v0"}
r,l,t
32.64,352,6455.277822
45.24,479,6499.077329
-5.64,64,6505.258315
9.05,214,6526.663759
41.17,541,6581.645245
7.89,100,6591.744751
16.21,287,6619.550254
3.89,161,6634.836173
8.68,210,6656.330121
-5.36,67,6663.455717
19.05,316,6696.34365
46.48,598,6759.166859
-2.34,98,6770.208893
4.49,168,6788.816589
14.17,266,6816.034945
11.9,141,6830.215689
3.16,52,6835.423998
32.57,353,6871.82204
31.64,342,6906.879807
-2.12,100,6917.789374
5.16,73,6926.538721
0.28,125,6940.931615
123.35,1287,7079.540091
28.36,310,7113.840595
3.5,158,7130.456161
14.87,172,7148.099808
21.59,343,7181.821019
-4.67,74,7189.650625
11.17,134,7203.384531
3.57,56,7208.737366
3.98,60,7213.996084
4.04,61,7220.217684
6.1,82,7228.881896
19.89,325,7262.191105
26.96,294,7292.139663
11.62,138,7305.077698
-4.73,73,7311.540111
61.85,750,7384.549026
4.08,61,7389.798175
49.79,527,7441.484518
0.56,127,7453.793316
-5.43,66,7460.209967
16.37,288,7488.074198
13.14,256,7514.550522
16.55,290,7544.603407
26.0,285,7571.88183
22.44,351,7606.75705
13.76,160,7622.954567
6.11,82,7630.881555
23.13,255,7656.147788
48.39,512,7706.715027
30.64,432,7748.337909
9.93,121,7760.740669
18.93,212,7781.043838
7.48,96,7790.826984
63.54,767,7866.11178
-3.78,83,7874.805402
3.3,155,7891.389524
5.14,72,7898.108462
47.73,608,7958.098033
64.83,781,8035.31898
-0.66,115,8046.781194
33.5,361,8082.576443
12.15,143,8095.773443
22.09,346,8128.984083
17.01,294,8158.642976
2.92,151,8172.12915
73.46,866,8256.660132
50.18,629,8315.129819
-1.11,110,8325.960671
-6.14,59,8332.471299
17.25,195,8350.161308
5.75,78,8356.959444
10.61,127,8367.707374
10.49,126,8379.746544
134.03,1379,8512.436258
77.51,907,8598.653342
5.68,179,8615.876522
10.59,229,8638.653738
18.3,206,8659.646726
129.94,1441,8804.976327
6.71,190,8845.063569
14.11,265,8870.737836
12.44,248,8894.193971
24.82,272,8920.906249
7.24,195,8941.212857
14.82,170,8956.875865
24.72,271,8982.203866
-3.16,89,8989.923047
21.96,344,9021.63582
-5.33,67,9027.787525
9.77,119,9038.128226
18.65,209,9058.432626
26.64,391,9097.303437
62.91,659,9162.870325
20.0,223,9184.976639
7.26,196,9205.070412
5.15,72,9212.338709
26.7,292,9241.588609
9.94,121,9253.559816
14.9,171,9269.251948
18.88,211,9287.369442
41.43,541,9337.19539
11.62,239,9373.83885
2.0,41,9381.426158
19.31,317,9411.855868
-4.17,79,9419.786135
80.04,934,9512.336577
35.4,380,9552.477102
0.98,131,9565.566756
-7.31,47,9570.498039
24.26,368,9610.328733
6.7,88,9619.213244
-3.17,89,9629.001024
24.49,269,9655.943616
35.19,479,9704.383568
5.62,77,9712.329711
22.34,247,9737.046853
28.56,412,9778.397806
-1.29,108,9788.799733
17.41,197,9807.611764
32.65,353,9838.750135
5.53,76,9845.150554
4.47,65,9850.41645
38.25,408,9885.468415
36.79,394,9919.876407
73.11,865,9996.745564
1.92,141,10009.959671
11.31,237,10031.555028
14.53,269,10056.093446
14.54,269,10082.689441
25.02,274,10109.016785
5.83,79,10116.734272
0.5,126,10128.57962
29.11,316,10157.987331
18.82,313,10188.36544
22.87,356,10224.64694
21.2,236,10249.280788
4.91,172,10266.416406
8.48,209,10288.889392
20.9,336,10324.642716
16.57,189,10343.76806
4.5,66,10350.148998
37.08,399,10391.805776
6.08,82,10399.837044
1.41,136,10415.161241
6.75,89,10423.732826
3.56,56,10428.976934
7.51,96,10436.822802
14.76,170,10451.194536
5.43,75,10457.440579
22.75,353,10490.274476
7.06,193,10507.425948
16.88,293,10533.233537
20.64,230,10553.615013
14.01,162,10567.119565
36.58,393,10601.119247
1.95,141,10613.095815
15.67,282,10638.942961
4.57,169,10655.147466
187.35,1934,10836.867374
12.87,151,10850.677028
21.68,241,10872.902694
2.99,152,10886.617483
36.08,489,10931.089059
39.04,418,10973.093735
72.01,857,11054.09193
4.46,65,11059.23322
12.86,151,11073.259233
11.6,138,11085.459408
17.04,193,11103.671618
117.13,1214,11218.36217
32.12,348,11253.113058
52.38,658,11318.299871
19.55,219,11340.022313
-5.75,63,11346.182261
9.9,223,11367.582306
29.45,423,11408.789414
11.62,241,11432.906833
2.43,147,11447.988653
30.66,334,11481.493844
27.46,301,11511.022112
33.24,360,11546.390786
3.64,159,11562.686712
8.42,208,11583.458697
10.9,131,11595.711602
4.69,170,11612.931203
5.7,180,11630.6717
-6.71,53,11635.626628
3.56,56,11640.888792
3.34,54,11646.132873
-7.01,50,11651.102369
-7.01,50,11656.063299
10.5,127,11668.438837
11.49,239,11692.2441
1.31,135,11705.700958
11.96,142,11719.129341
33.3,361,11755.245577
17.96,305,11785.609276
26.87,396,11826.051304
10.15,226,11847.099905
70.49,841,11924.295356
44.11,570,11976.358221
6.11,184,11995.156967
22.45,351,12031.611523
26.45,391,12072.300295
-3.67,84,12081.1751
9.66,220,12103.78764
34.88,478,12152.908227
16.11,286,12182.391253
20.03,224,12205.037564
12.0,142,12219.134358
13.65,159,12233.943614
5.03,71,12239.913939
9.89,120,12250.131209
11.31,135,12263.4221
-0.05,121,12275.408306
35.12,480,12325.318514
2.55,148,12340.978513
60.69,641,12408.599238
3.16,52,12413.93036
10.0,122,12426.049929
44.41,474,12476.132918
23.98,368,12515.920201
21.07,236,12541.541774
121.76,1377,12688.746626
14.42,168,12705.188295
97.68,1023,12807.422102
9.3,115,12817.743967
-5.45,66,12824.196175
-6.81,52,12829.160665
118.41,1342,12966.629815
76.68,910,13058.567854
11.23,135,13071.647926
5.84,183,13090.878322
37.59,410,13134.959694
9.36,116,13145.731237
18.81,214,13168.564015
6.55,87,13176.986226
94.34,1088,13283.183787
-6.51,55,13288.140603
17.94,204,13308.628712
36.95,501,13357.487802
41.46,445,13401.888572
6.52,86,13409.748127
20.0,327,13441.005644
30.44,433,13483.431717
33.65,466,13528.213581
77.95,918,13617.496606
17.46,198,13636.651813
20.19,328,13667.91112
38.62,514,13714.838855
24.69,271,13740.565714
34.94,376,13775.658872
92.73,1067,13875.524618
5.44,75,13882.256665
80.78,942,13968.875733
90.19,1034,14061.487635
27.68,402,14098.389584
152.18,1669,14252.819836
-3.68,84,14260.664813
6.45,187,14278.08302
86.68,1004,14373.238095
18.01,204,14392.486523
68.96,724,14462.131492
40.71,435,14504.348129
43.31,565,14563.329993
-6.13,59,14569.488633
3.41,157,14585.975555
-6.13,59,14592.110959
73.3,875,14686.958997
81.91,861,14780.136139
-1.84,104,14791.635981
36.48,395,14834.459895
34.45,477,14886.399374
-6.45,56,14892.867103
23.23,362,14934.825806
3.6,160,14953.368959
55.87,597,15019.328395
25.62,386,15057.682962
61.99,763,15139.889297
7.79,203,15162.492917
18.62,212,15185.397168
4.91,70,15191.696069
6.82,89,15199.134959
22.71,357,15236.538028
53.69,678,15312.897525
39.25,529,15372.391724
10.33,126,15385.224155
2.75,48,15390.30444
2.95,50,15395.567571
8.12,103,15405.956499
33.22,466,15458.609227
2.76,48,15463.759072
-5.01,71,15471.419259
2.06,144,15487.815907
7.55,97,15497.46892
5.03,71,15503.901169
60.5,642,15571.566349
34.88,480,15619.875794
61.73,650,15688.432427
7.95,203,15709.543681
33.48,463,15757.228134
12.35,248,15783.575468
43.16,459,15830.29337
-5.33,67,15836.702152
83.89,975,15935.649012
145.23,1508,16096.916879
90.43,944,16195.854679
8.25,104,16206.271895
44.27,472,16256.166823
171.73,1772,16440.70876
16.52,290,16469.777699
32.64,351,16504.797594
31.67,342,16539.737158
12.44,248,16564.5209
9.62,219,16586.243472
51.93,648,16650.16951
34.05,468,16697.563701
22.22,246,16722.620993
-2.8,93,16732.194325
0.25,124,16744.605202
42.84,559,16802.44725
26.36,288,16831.5481
172.74,1880,17022.493383
34.3,472,17071.584073
16.41,290,17102.00218
51.6,548,17162.203653
-5.55,65,17168.749095
32.97,357,17206.180566
3.59,159,17222.843296
3.07,51,17228.141176
49.9,530,17283.455951
8.64,108,17294.276922
5.99,183,17313.404468
17.86,305,17345.50411
45.02,480,17394.080398
55.72,693,17469.532044
126.95,1319,17612.004148
97.2,1116,17729.30932
45.35,484,17779.981025
12.74,251,17808.998822
0.28,125,17824.393633
2.73,150,17843.156175
13.07,256,17876.442685
16.28,187,17900.827799
1.97,40,17905.999524
-2.08,101,17918.933402
-1.24,110,17933.672317
7.25,94,17943.479189
3.45,55,17948.65093
4.55,66,17953.858953
4.24,63,17959.033325
3.76,58,17964.195224
7.28,94,17973.175464
25.02,277,18001.90995
12.87,152,18017.724678
10.25,125,18031.159883
16.97,296,18063.165471
79.47,838,18155.168374
30.85,337,18189.844443
11.0,132,18202.656749
23.56,261,18228.299311
5.73,78,18235.651031
5.03,71,18242.284376
9.3,114,18252.33611
12.3,145,18265.439451
39.76,525,18313.984821
13.94,161,18328.840122
20.13,223,18348.608883
23.05,254,18372.04621
9.19,113,18382.237166
38.58,414,18422.317306
10.79,232,18444.064403
81.78,855,18524.742621
3.46,55,18529.836822
24.83,274,18555.770816
121.01,1356,18684.636842
19.9,223,18705.333438
59.78,628,18763.28886
-4.07,80,18770.797983
6.73,189,18787.667122
62.34,755,18856.457206
4.76,68,18862.698085
-2.48,96,18871.7011
5.93,181,18888.076898
19.08,315,18916.801183
3.87,59,18921.878536
47.59,604,18976.087463
65.72,688,19039.735667
9.2,215,19059.319499
23.7,365,19094.555566
114.02,1282,19215.287241
60.46,737,19282.257159
21.38,338,19313.017443
19.94,324,19343.185736
36.11,488,19391.643266
104.28,1082,19499.523575
18.53,208,19518.148731
18.03,305,19546.762665
63.0,664,19613.406949
12.42,147,19627.72663
4.83,69,19634.623095
24.1,266,19661.111008
41.02,439,19703.797875
126.98,1317,19830.586235
60.88,641,19892.263674
