#{"t_start": 1605661958.9331293, "env_id": "ChromeDinoHandrafted-v0"}
r,l,t
11.08,133,15.023678
-7.73,43,19.420767
2.41,45,24.412127
-7.53,45,29.393195
3.33,54,34.643989
3.65,57,39.885105
2.97,51,45.256955
3.81,59,51.979205
3.1,52,57.306325
4.89,70,64.330473
3.28,54,69.577529
3.22,53,74.724576
3.06,52,79.953126
8.31,106,90.902644
4.11,62,97.535082
3.66,57,102.657093
4.6,67,109.023136
6.81,90,117.751248
3.47,56,122.914264
3.92,60,129.312232
-5.59,65,135.957576
7.59,98,145.113742
2.54,46,150.19855
6.78,90,158.941236
7.35,95,167.692183
3.13,52,172.956664
3.87,60,179.962115
5.27,74,186.801097
-6.85,52,191.831294
3.82,59,197.071912
4.78,69,204.478578
3.11,52,209.643801
3.51,56,214.740326
3.6,57,219.890146
3.6,57,225.12135
3.44,55,230.384151
6.33,85,238.550863
4.39,65,244.75939
6.77,90,253.225312
11.79,141,267.045336
7.09,93,276.567122
3.01,51,281.905171
-3.13,91,291.109308
6.92,91,299.945064
16.87,193,319.171035
5.67,78,326.986213
0.36,126,339.52364
4.3,64,345.729496
3.37,54,350.764344
-0.92,113,362.232091
15.23,176,380.20235
-4.48,77,387.596281
8.12,103,397.797637
8.18,103,408.128685
3.75,58,413.156754
-2.94,92,422.125498
-0.25,121,434.72326
3.42,55,439.914772
-6.85,52,444.924239
-6.47,56,449.915142
3.41,55,455.141423
2.98,153,469.848647
7.42,96,479.25721
5.46,76,486.79481
3.51,56,491.993455
3.64,57,497.185901
4.8,69,503.337058
5.39,75,509.930744
4.37,65,516.649164
-6.05,60,522.813704
3.24,53,527.931419
5.26,74,535.426026
3.23,53,540.4818
3.34,54,545.64216
3.35,54,550.700085
9.64,119,562.838334
8.54,108,573.613394
-0.99,112,584.031123
1.18,135,597.908812
4.31,64,604.520899
2.66,47,609.639903
6.76,89,618.869175
15.72,182,637.418816
6.7,89,646.110108
4.79,69,652.842517
5.09,72,659.659281
5.66,78,667.434739
-6.44,56,672.434853
3.41,55,677.703876
0.88,131,690.687847
4.39,65,697.196418
-3.15,90,706.273758
10.5,128,719.673031
6.89,91,730.161854
13.53,159,746.715148
6.54,87,756.154036
2.93,50,761.399329
6.36,85,769.929432
-3.54,86,778.445451
