#{"t_start": 1605687228.9211955, "env_id": "ChromeDinoHandrafted_accl-v0"}
r,l,t
9.46,115,24.968093
-7.14,49,30.253154
-5.67,64,37.380238
3.83,59,43.986245
-7.61,44,48.629728
-6.64,54,54.951286
12.39,245,79.929182
8.37,204,99.757543
49.69,517,152.467051
39.67,419,200.869295
-2.98,91,211.562191
-7.53,45,217.014705
-8.71,33,221.397109
-4.93,72,230.795243
7.07,93,242.670593
-8.51,35,247.051441
2.91,50,253.363145
9.52,118,267.708512
-8.03,40,273.105854
-7.14,49,278.903109
-8.61,34,283.279316
-8.51,35,287.674451
2.65,47,293.730952
-5.42,67,302.762647
-7.33,47,308.230674
-8.04,40,313.609627
-6.99,51,320.164911
5.97,82,331.306522
2.3,147,351.526453
-8.36,37,356.903324
-8.71,33,361.274009
6.07,83,371.759955
2.15,146,391.338594
7.34,96,404.384562
3.96,165,426.07765
6.01,82,437.293559
14.36,169,459.564712
6.25,85,471.47144
6.96,93,484.5635
10.06,124,503.052933
2.61,47,509.265759
-8.15,39,514.736088
-5.68,65,524.425292
6.73,90,537.127106
-5.56,66,546.89465
8.58,109,562.517534
9.69,121,579.759359
5.7,79,590.839235
1.38,34,595.334045
-2.63,97,608.868423
-6.22,59,617.271247
3.54,57,624.858177
6.72,89,636.413161
5.8,80,647.321047
0.78,131,664.865867
-7.36,47,671.015894
5.8,80,682.056649
9.07,114,697.695716
11.81,142,716.630178
5.98,82,727.525973
6.76,90,739.779737
-8.64,34,744.187261
8.62,109,758.946497
6.28,85,770.354937
6.09,83,781.708238
-8.15,39,787.202129
4.46,66,796.152196
7.56,99,809.629872
-5.81,63,817.873964
2.49,149,838.557115
10.88,133,857.275448
6.79,90,869.315709
11.06,134,887.525446
2.55,46,893.626339
16.61,192,919.637389
1.88,142,938.558288
8.22,105,952.744075
8.0,102,966.306345
6.11,83,977.591271
10.45,128,994.952417
9.51,119,1011.447625
6.58,88,1023.177644
1.12,136,1041.375916
5.72,79,1051.762708
5.31,75,1061.776929
4.88,71,1072.058863
5.23,74,1082.12703
-7.95,41,1088.056965
5.31,75,1097.995622
-6.34,58,1105.850117
2.14,42,1111.469634
8.83,111,1127.256297
-7.65,44,1133.988394
1.47,35,1138.468846
5.59,78,1149.260511
15.02,175,1173.461497
9.76,121,1189.83191
7.09,93,1202.613495
1.84,39,1207.825194
6.53,87,1218.738002
8.12,104,1232.975452
6.45,87,1244.852814
0.66,130,1262.507907
8.73,110,1277.751736
9.55,119,1294.053644
8.16,104,1307.426428
2.06,41,1312.96115
4.35,167,1335.286491
6.59,88,1347.297297
1.56,36,1351.766374
7.21,94,1364.202253
6.68,89,1376.69304
3.51,158,1397.871675
19.55,221,1428.222859
3.99,164,1449.901099
8.06,103,1463.812048
5.7,79,1474.716934
6.59,88,1486.590441
5.46,179,1510.49016
4.86,70,1519.667954
8.82,111,1534.629296
13.11,155,1555.536637
6.56,88,1567.207611
4.81,70,1576.41848
6.65,89,1588.744987
5.05,72,1598.385089
-6.77,53,1604.92906
7.26,95,1618.019746
4.26,64,1626.635313
5.4,76,1636.826453
5.68,79,1647.188778
-8.74,33,1651.571841
8.04,103,1665.231903
-3.89,83,1676.646211
2.74,48,1682.875047
